crs,range_min_x,range_min_y,range_max_x,range_max_y,width,height,undefined_values,file_name,errors
EPSG:25832,588000,5922000,588999,5922999,1000,1000,0,dgm1_32_588_5922_1_sh.cvf,0x0
EPSG:25832,589000,5922000,589999,5922999,1000,1000,0,dgm1_32_589_5922_1_sh.cvf,0x0
EPSG:25832,590000,5922000,590999,5922999,1000,1000,0,dgm1_32_590_5922_1_sh.cvf,0x0
EPSG:25832,591000,5922000,591999,5922999,1000,1000,0,dgm1_32_591_5922_1_sh.cvf,0x0
EPSG:25832,592000,5922000,592999,5922999,1000,1000,0,dgm1_32_592_5922_1_sh.cvf,0x0
EPSG:25832,593000,5922000,593999,5922999,1000,1000,0,dgm1_32_593_5922_1_sh.cvf,0x0
EPSG:25832,594000,5922000,594999,5922999,1000,1000,0,dgm1_32_594_5922_1_sh.cvf,0x0
EPSG:25832,595000,5922000,595999,5922999,1000,1000,0,dgm1_32_595_5922_1_sh.cvf,0x0
EPSG:25832,596000,5922000,596999,5922999,1000,1000,0,dgm1_32_596_5922_1_sh.cvf,0x0
EPSG:25832,597000,5922000,597999,5922999,1000,1000,0,dgm1_32_597_5922_1_sh.cvf,0x0
EPSG:25832,598000,5922000,598999,5922999,1000,1000,0,dgm1_32_598_5922_1_sh.cvf,0x0
EPSG:25832,599000,5922000,599999,5922999,1000,1000,0,dgm1_32_599_5922_1_sh.cvf,0x0
EPSG:25832,600000,5922000,600999,5922999,1000,1000,0,dgm1_32_600_5922_1_sh.cvf,0x0
EPSG:25832,601000,5922000,601999,5922999,1000,1000,0,dgm1_32_601_5922_1_sh.cvf,0x0
EPSG:25832,602000,5922000,602999,5922999,1000,1000,0,dgm1_32_602_5922_1_sh.cvf,0x0
EPSG:25832,603000,5922000,603999,5922999,1000,1000,0,dgm1_32_603_5922_1_sh.cvf,0x0
EPSG:25832,604000,5922000,604999,5922999,1000,1000,0,dgm1_32_604_5922_1_sh.cvf,0x0
EPSG:25832,605000,5922000,605999,5922999,1000,1000,0,dgm1_32_605_5922_1_sh.cvf,0x0
EPSG:25832,606000,5922000,606999,5922999,1000,1000,0,dgm1_32_606_5922_1_sh.cvf,0x0
EPSG:25832,607000,5922000,607999,5922999,1000,1000,0,dgm1_32_607_5922_1_sh.cvf,0x0
EPSG:25832,608000,5922000,608999,5922999,1000,1000,0,dgm1_32_608_5922_1_sh.cvf,0x0
EPSG:25832,609000,5922000,609999,5922999,1000,1000,0,dgm1_32_609_5922_1_sh.cvf,0x0
EPSG:25832,610000,5922000,610999,5922999,1000,1000,0,dgm1_32_610_5922_1_sh.cvf,0x0
EPSG:25832,611000,5922000,611999,5922999,1000,1000,39184,dgm1_32_611_5922_1_sh.cvf,0x0
EPSG:25832,612000,5922004,612999,5922999,1000,996,195804,dgm1_32_612_5922_1_sh.cvf,0x0
EPSG:25832,613000,5922200,613999,5922999,1000,800,0,dgm1_32_613_5922_1_sh.cvf,0x0
EPSG:25832,583000,5923000,583999,5923999,1000,1000,0,dgm1_32_583_5923_1_sh.cvf,0x0
EPSG:25832,584000,5923000,584999,5923999,1000,1000,0,dgm1_32_584_5923_1_sh.cvf,0x0
EPSG:25832,585000,5923000,585999,5923999,1000,1000,0,dgm1_32_585_5923_1_sh.cvf,0x0
EPSG:25832,586000,5923000,586999,5923999,1000,1000,0,dgm1_32_586_5923_1_sh.cvf,0x0
EPSG:25832,587000,5923000,587999,5923999,1000,1000,0,dgm1_32_587_5923_1_sh.cvf,0x0
EPSG:25832,588000,5923000,588999,5923999,1000,1000,0,dgm1_32_588_5923_1_sh.cvf,0x0
EPSG:25832,589000,5923000,589999,5923999,1000,1000,0,dgm1_32_589_5923_1_sh.cvf,0x0
EPSG:25832,590000,5923000,590999,5923999,1000,1000,0,dgm1_32_590_5923_1_sh.cvf,0x0
EPSG:25832,591000,5923000,591999,5923999,1000,1000,0,dgm1_32_591_5923_1_sh.cvf,0x0
EPSG:25832,592000,5923000,592999,5923999,1000,1000,0,dgm1_32_592_5923_1_sh.cvf,0x0
EPSG:25832,593000,5923000,593999,5923999,1000,1000,0,dgm1_32_593_5923_1_sh.cvf,0x0
EPSG:25832,594000,5923000,594999,5923999,1000,1000,0,dgm1_32_594_5923_1_sh.cvf,0x0
EPSG:25832,595000,5923000,595999,5923999,1000,1000,0,dgm1_32_595_5923_1_sh.cvf,0x0
EPSG:25832,596000,5923000,596999,5923999,1000,1000,0,dgm1_32_596_5923_1_sh.cvf,0x0
EPSG:25832,597000,5923000,597999,5923999,1000,1000,0,dgm1_32_597_5923_1_sh.cvf,0x0
EPSG:25832,598000,5923000,598999,5923999,1000,1000,0,dgm1_32_598_5923_1_sh.cvf,0x0
EPSG:25832,599000,5923000,599999,5923999,1000,1000,0,dgm1_32_599_5923_1_sh.cvf,0x0
EPSG:25832,600000,5923000,600999,5923999,1000,1000,0,dgm1_32_600_5923_1_sh.cvf,0x0
EPSG:25832,601000,5923000,601999,5923999,1000,1000,0,dgm1_32_601_5923_1_sh.cvf,0x0
EPSG:25832,602000,5923000,602999,5923999,1000,1000,0,dgm1_32_602_5923_1_sh.cvf,0x0
EPSG:25832,603000,5923000,603999,5923999,1000,1000,0,dgm1_32_603_5923_1_sh.cvf,0x0
EPSG:25832,604000,5923000,604999,5923999,1000,1000,0,dgm1_32_604_5923_1_sh.cvf,0x0
EPSG:25832,605000,5923000,605999,5923999,1000,1000,0,dgm1_32_605_5923_1_sh.cvf,0x0
EPSG:25832,606000,5923000,606999,5923999,1000,1000,0,dgm1_32_606_5923_1_sh.cvf,0x0
EPSG:25832,607000,5923000,607999,5923999,1000,1000,0,dgm1_32_607_5923_1_sh.cvf,0x0
EPSG:25832,608000,5923000,608999,5923999,1000,1000,0,dgm1_32_608_5923_1_sh.cvf,0x0
EPSG:25832,609000,5923000,609999,5923999,1000,1000,0,dgm1_32_609_5923_1_sh.cvf,0x0
EPSG:25832,610000,5923000,610999,5923999,1000,1000,0,dgm1_32_610_5923_1_sh.cvf,0x0
EPSG:25832,611000,5923000,611999,5923999,1000,1000,0,dgm1_32_611_5923_1_sh.cvf,0x0
EPSG:25832,612000,5923000,612999,5923999,1000,1000,0,dgm1_32_612_5923_1_sh.cvf,0x0
EPSG:25832,613000,5923000,613999,5923999,1000,1000,0,dgm1_32_613_5923_1_sh.cvf,0x0
EPSG:25832,581000,5924000,581999,5924999,1000,1000,0,dgm1_32_581_5924_1_sh.cvf,0x0
EPSG:25832,582000,5924000,582999,5924999,1000,1000,0,dgm1_32_582_5924_1_sh.cvf,0x0
EPSG:25832,583000,5924000,583999,5924999,1000,1000,0,dgm1_32_583_5924_1_sh.cvf,0x0
EPSG:25832,584000,5924000,584999,5924999,1000,1000,0,dgm1_32_584_5924_1_sh.cvf,0x0
EPSG:25832,585000,5924000,585999,5924999,1000,1000,0,dgm1_32_585_5924_1_sh.cvf,0x0
EPSG:25832,586000,5924000,586999,5924999,1000,1000,0,dgm1_32_586_5924_1_sh.cvf,0x0
EPSG:25832,587000,5924000,587999,5924999,1000,1000,0,dgm1_32_587_5924_1_sh.cvf,0x0
EPSG:25832,588000,5924000,588999,5924999,1000,1000,0,dgm1_32_588_5924_1_sh.cvf,0x0
EPSG:25832,589000,5924000,589999,5924999,1000,1000,0,dgm1_32_589_5924_1_sh.cvf,0x0
EPSG:25832,590000,5924000,590999,5924999,1000,1000,0,dgm1_32_590_5924_1_sh.cvf,0x0
EPSG:25832,591000,5924000,591999,5924999,1000,1000,0,dgm1_32_591_5924_1_sh.cvf,0x0
EPSG:25832,592000,5924000,592999,5924999,1000,1000,0,dgm1_32_592_5924_1_sh.cvf,0x0
EPSG:25832,593000,5924000,593999,5924999,1000,1000,0,dgm1_32_593_5924_1_sh.cvf,0x0
EPSG:25832,594000,5924000,594999,5924999,1000,1000,0,dgm1_32_594_5924_1_sh.cvf,0x0
EPSG:25832,595000,5924000,595999,5924999,1000,1000,0,dgm1_32_595_5924_1_sh.cvf,0x0
EPSG:25832,596000,5924000,596999,5924999,1000,1000,0,dgm1_32_596_5924_1_sh.cvf,0x0
EPSG:25832,597000,5924000,597999,5924999,1000,1000,0,dgm1_32_597_5924_1_sh.cvf,0x0
EPSG:25832,598000,5924000,598999,5924999,1000,1000,0,dgm1_32_598_5924_1_sh.cvf,0x0
EPSG:25832,599000,5924000,599999,5924999,1000,1000,0,dgm1_32_599_5924_1_sh.cvf,0x0
EPSG:25832,600000,5924000,600999,5924999,1000,1000,0,dgm1_32_600_5924_1_sh.cvf,0x0
EPSG:25832,601000,5924000,601999,5924999,1000,1000,0,dgm1_32_601_5924_1_sh.cvf,0x0
EPSG:25832,602000,5924000,602999,5924999,1000,1000,0,dgm1_32_602_5924_1_sh.cvf,0x0
EPSG:25832,603000,5924000,603999,5924999,1000,1000,0,dgm1_32_603_5924_1_sh.cvf,0x0
EPSG:25832,604000,5924000,604999,5924999,1000,1000,0,dgm1_32_604_5924_1_sh.cvf,0x0
EPSG:25832,605000,5924000,605999,5924999,1000,1000,0,dgm1_32_605_5924_1_sh.cvf,0x0
EPSG:25832,606000,5924000,606999,5924999,1000,1000,0,dgm1_32_606_5924_1_sh.cvf,0x0
EPSG:25832,607000,5924000,607999,5924999,1000,1000,0,dgm1_32_607_5924_1_sh.cvf,0x0
EPSG:25832,608000,5924000,608999,5924999,1000,1000,0,dgm1_32_608_5924_1_sh.cvf,0x0
EPSG:25832,609000,5924000,609999,5924999,1000,1000,0,dgm1_32_609_5924_1_sh.cvf,0x0
EPSG:25832,610000,5924000,610999,5924999,1000,1000,0,dgm1_32_610_5924_1_sh.cvf,0x0
EPSG:25832,611000,5924000,611999,5924999,1000,1000,0,dgm1_32_611_5924_1_sh.cvf,0x0
