    ars    |                           gen                           |                                    st_extent                                     
 034520013 | Juist                                                   | BOX(6.853511585948676 53.66171265031327,7.099802096686914 53.687065384831186)
 092770127 | Julbach                                                 | BOX(12.893839298025169 48.23764227388094,12.968178951255055 48.272760906758336)
 053580024 | Jülich                                                  | BOX(6.264560543975755 50.87947452801916,6.454868645595924 50.98047256160928)
 034575403 | Jümme                                                   | BOX(7.510689498240812 53.177542295878126,7.733869835096261 53.28161353910089)
 120720169 | Jüterbog                                                | BOX(12.955760146559081 51.95513235956506,13.232899300105839 52.09597227296161)
 051620016 | Kaarst                                                  | BOX(6.558858364267337 51.17853737077656,6.676744421910052 51.260802168404645)
 150880150 | Kabelsketal                                             | BOX(12.021692914729455 51.4055115035595,12.189822026046208 51.48630410575811)
 146270080 | Käbschütztal                                            | BOX(13.327872386408295 51.0968653377815,13.453817286987512 51.188988561853755)
 160740044 | Kahla                                                   | BOX(11.559100881447684 50.786961258410734,11.611049628909747 50.826035292679386)
 096710134 | Kahl a. Main                                            | BOX(8.987761018609596 50.05906375149348,9.037017789141743 50.11437157233614)
 094799453 | Kaiserhammer Forst-Ost                                  | BOX(12.079638515669563 50.09908514513608,12.166430553841636 50.13548627175827)
 071355002 | Kaisersesch                                             | BOX(7.044356486428567 50.171398685897024,7.318734314808641 50.281345236272706)
 073120000 | Kaiserslautern                                          | BOX(7.627168079165173 49.35861393722498,7.870739198063772 49.49511912379307)
 083155009 | Kaiserstuhl-Tuniberg                                    | BOX(7.684738418204887 48.03303042402217,7.762739706238819 48.11282056236746)
 097790169 | Kaisheim                                                | BOX(10.729232835516804 48.72547137204219,10.89759276642301 48.81386116358727)
 066310016 | Kalbach                                                 | BOX(9.611124287653809 50.35614961568425,9.75929272807234 50.46917694637674)
 150810240 | Kalbe (Milde)                                           | BOX(11.22202337250394 52.602285351725,11.562651611705478 52.7774493223905)
 096729458 | Kälberberg                                              | BOX(9.652061600728477 50.26603756993316,9.7099776234521 50.28075231127764)
 095720137 | Kalchreuth                                              | BOX(11.093934633826096 49.532030078213786,11.162654735457108 49.5905373690053)
 095729457 | Kalchreuther Forst                                      | BOX(11.075849834198209 49.52415032255715,11.145029342926614 49.55809928694148)
 031550006 | Kalefeld                                                | BOX(9.984727550142544 51.72681981876391,10.159943374470174 51.83551954099116)
 051540024 | Kalkar                                                  | BOX(6.235606216230032 51.687329368993574,6.411264170240364 51.82780406906381)
 053660024 | Kall                                                    | BOX(6.494226673931802 50.457063403759996,6.613624469098133 50.57493737562045)
 057660036 | Kalletal                                                | BOX(8.86416933777557 52.06022610256475,9.039944436594732 52.19459859364829)
 093755332 | Kallmünz                                                | BOX(11.858349947350412 49.092806056972776,12.037880395049864 49.19507041700386)
 010600044 | Kaltenkirchen                                           | BOX(9.863664903283246 53.80212300942098,9.98832831436071 53.858302642194616)
 010605043 | Kaltenkirchen-Land                                      | BOX(9.826788475064186 53.76446458093221,10.10783715654924 53.93509979248468)
 059780020 | Kamen                                                   | BOX(7.590473483613148 51.54855494865086,7.750581718244783 51.61470462864129)
 146250250 | Kamenz                                                  | BOX(13.993743754980594 51.229963814951375,14.174216175334015 51.34316931877573)
 097740145 | Kammeltal                                               | BOX(10.32150029455003 48.320952002320375,10.410358702892067 48.42282020000445)
 095760128 | Kammerstein                                             | BOX(10.89973489195314 49.263114596199614,11.015389426578086 49.329266884219344)
 082365002 | Kämpfelbachtal                                          | BOX(8.574586712052085 48.90828361412169,8.704617113978257 49.007594936954426)
 051700020 | Kamp-Lintfort                                           | BOX(6.448349813659701 51.472282142290126,6.590229822584244 51.56706145462909)
 073345004 | Kandel                                                  | BOX(8.055029172457644 49.05398468320786,8.259678933580599 49.13706166176644)
 083365001 | Kandern                                                 | BOX(7.569710201598594 47.658632630041616,7.752449920658411 47.79052281622724)
 081365004 | Kapfenburg                                              | BOX(10.139811150052784 48.83564440306178,10.32671817855801 48.92888397816137)
 010590045 | Kappeln                                                 | BOX(9.870216447856631 54.62576730858374,10.043211288357622 54.70133829745066)
 010595920 | Kappeln-Land                                            | BOX(9.816362993824029 54.61405986593642,9.939207483747188 54.690546208239944)
 083175006 | Kappelrodeck                                            | BOX(8.085916071110631 48.527235923736626,8.23691715604539 48.613961068247974)
 064400012 | Karben                                                  | BOX(8.688344961623415 50.19455066089076,8.826885675203394 50.26789955523157)
 082150096 | Karlsbad                                                | BOX(8.447503810131474 48.858312304702935,8.554216925836744 48.953616281247136)
 091740126 | Karlsfeld                                               | BOX(11.426053811437049 48.20421031782021,11.500616609397467 48.25533261884061)
 091850139 | Karlshuld                                               | BOX(11.2445980818479 48.6490496844357,11.344806505557283 48.70545754964209)
 091850140 | Karlskron                                               | BOX(11.338386583233401 48.63338266481981,11.457420273537743 48.70448625130836)
 082120000 | Karlsruhe                                               | BOX(8.277348961239374 48.94036053548241,8.542898298179283 49.091560971681545)
 096770148 | Karlstadt                                               | BOX(9.619869013871536 49.91847359690471,9.871160791887363 50.02113035209773)
 096710114 | Karlstein a. Main                                       | BOX(8.975925858826603 50.025930359254474,9.096056932577843 50.06326652048045)
 120700173 | Karstädt                                                | BOX(11.551586450994312 53.07133109471569,11.854891004056189 53.24437956783647)
 094775438 | Kasendorf                                               | BOX(11.2507922633845 49.94331179633822,11.414146532972298 50.07389787496504)
 066110000 | Kassel                                                  | BOX(9.351519060509952 51.2619410177144,9.569934784303326 51.368675752951134)
 071405003 | Kastellaun                                              | BOX(7.293283188617582 50.00996511916277,7.549041850174238 50.17528240608544)
 093710132 | Kastl                                                   | BOX(11.623903361377009 49.307442719874395,11.75079398253794 49.41721346531802)
 031550007 | Katlenburg-Lindau                                       | BOX(10.032186975969626 51.609183462590956,10.162046912578848 51.73086712536757)
 097620000 | Kaufbeuren                                              | BOX(10.551227689508941 47.840915413642755,10.661123303849534 47.92179636087146)
 091810128 | Kaufering                                               | BOX(10.84300569324403 48.06754919952131,10.898021139072467 48.135310318940824)
 066330015 | Kaufungen                                               | BOX(9.551599049088395 51.24627675063093,9.671376286892555 51.305103462195504)
 160735051 | Kaulsdorf                                               | BOX(11.375390286119822 50.54778612454211,11.633629875875863 50.643686325091515)
 064400013 | Kefenrod                                                | BOX(9.10937019076752 50.325457146423446,9.27620348757312 50.37492204674365)
 083170057 | Kehl                                                    | BOX(7.79187595625517 48.48523566446487,7.956430595838078 48.64100996222549)
 072335004 | Kelberg                                                 | BOX(6.801462879117792 50.21910268520601,7.070435275818391 50.35030570133634)
 092730137 | Kelheim                                                 | BOX(11.749921279347125 48.85369578244544,12.013676821166076 48.964689144065396)
 064360008 | Kelkheim (Taunus)                                       | BOX(8.37642507891155 50.10128458953475,8.489040400648067 50.18802169437793)
 010550025 | Kellenhusen (Ostsee)                                    | BOX(11.020036873175211 54.17687156999428,11.082517211031629 54.21513306364469)
 010615189 | Kellinghusen                                            | BOX(9.544967489085764 53.89014728275632,9.86432951141909 54.06304344265073)
 064330007 | Kelsterbach                                             | BOX(8.470180383453407 50.02603244968012,8.559300332679257 50.083659526764265)
 082360070 | Keltern                                                 | BOX(8.516176629633414 48.87319391343521,8.634540269691625 48.92017465160505)
 150910160 | Kemberg                                                 | BOX(12.42470334280153 51.684988620160816,12.824400286193137 51.85559914759329)
 094710150 | Kemmern                                                 | BOX(10.839993768964831 49.94020174170008,10.897010352754295 49.9749396056393)
 093775348 | Kemnath                                                 | BOX(11.839178793314748 49.7997840922085,12.023239555835355 49.89243077028854)
 051660012 | Kempen                                                  | BOX(6.358787196886388 51.33130078764883,6.537034838775629 51.42499774980835)
 097630000 | Kempten (Allgäu)                                        | BOX(10.233105238092753 47.695135739571235,10.377875236693477 47.777876871085056)
 097809451 | Kempter Wald                                            | BOX(10.40793708984286 47.68873468207342,10.463514134094586 47.732306346439465)
 083165004 | Kenzingen-Herbolzheim                                   | BOX(7.637075875359971 48.1593250873597,7.942064202102879 48.26049874375705)
 051540028 | Kerken                                                  | BOX(6.314913471365581 51.405674775201646,6.473238839014718 51.49075260052539)
 081190093 | Kernen im Remstal                                       | BOX(9.303190988408783 48.76564075216052,9.35826350160439 48.81643704864487)
 053620032 | Kerpen                                                  | BOX(6.548030868559724 50.821997015145065,6.804043151336336 50.926191209061166)
 082260037 | Ketsch                                                  | BOX(8.492072589580538 49.3375452495847,8.560226922188683 49.3947198753645)
 120630148 | Ketzin/Havel                                            | BOX(12.734559611268352 52.450257814129415,12.949334057251027 52.56166923159134)
 051540032 | Kevelaer                                                | BOX(6.157022337628716 51.52658366608251,6.378903357823217 51.65335511675311)
 064390009 | Kiedrich                                                | BOX(8.044142460326489 50.02792248656483,8.110701173375912 50.0876794430414)
 091870148 | Kiefersfelden                                           | BOX(12.028379880380104 47.600866652953314,12.20823456151879 47.654886770236594)
 010020000 | Kiel                                                    | BOX(10.032632255852294 54.25082830053103,10.218688828051548 54.43294433667908)
 059620028 | Kierspe                                                 | BOX(7.495131562179196 51.099767613104774,7.670246387555578 51.190146190097735)
 160685005 | Kindelbrück                                             | BOX(10.99328182945558 51.210555402169526,11.186500214778613 51.32261810513445)
 091760137 | Kinding                                                 | BOX(11.285525018512491 48.97004183466271,11.47946101169131 49.032383454358)
 091760138 | Kipfenberg                                              | BOX(11.260555541205756 48.86820400222377,11.458576810520505 48.99151476389593)
 091890127 | Kirchanschöring                                         | BOX(12.753495848793342 47.92206602453692,12.875991779790906 47.97493082326395)
 145245111 | Kirchberg                                               | BOX(12.410043126439191 50.5466688297669,12.615549505459386 50.65365632658959)
 071405004 | Kirchberg (Hunsrück)                                    | BOX(7.202684667034385 49.84046801333417,7.539864515975279 50.02536279734097)
 092760126 | Kirchberg i. Wald                                       | BOX(13.117524614354792 48.857224679628764,13.25184480028887 48.93708363402305)
 084255006 | Kirchberg-Weihungstal                                   | BOX(9.920714270747238 48.243627676322845,10.037835726545106 48.351987199127635)
 032515404 | Kirchdorf                                               | BOX(8.609920089824362 52.530455541466395,8.90123942766639 52.6871878611314)
 091780136 | Kirchdorf a.d. Amper                                    | BOX(11.610150568514284 48.42517775077193,11.72043269752806 48.49902677524536)
 092770128 | Kirchdorf a. Inn                                        | BOX(12.89185274954396 48.20669256707139,13.01293054185311 48.2810879073448)
 092760127 | Kirchdorf i. Wald                                       | BOX(13.214720870713172 48.87266745664394,13.29602167309903 48.96030082851392)
 094745423 | Kirchehrenbach                                          | BOX(11.104788679372229 49.669438572049835,11.22443377850234 49.768469931393874)
 094790129 | Kirchenlamitz                                           | BOX(11.885221450590915 50.106758732096175,12.004509885706035 50.202767080084584)
 071325007 | Kirchen (Sieg)                                          | BOX(7.735459231713689 50.78243910521648,7.978313123341089 50.94233509201525)
 095740135 | Kirchensittenbach                                       | BOX(11.374558008248218 49.52500109885631,11.465993830050275 49.61794461132509)
 084160022 | Kirchentellinsfurt                                      | BOX(9.11797253307263 48.5225798639879,9.17565692632883 48.566596716288835)
 093745326 | Kirchenthumbach                                         | BOX(11.628742610232358 49.71168408299598,11.807630855043525 49.83484419394047)
 065340011 | Kirchhain                                               | BOX(8.828685229532011 50.78376608403221,9.006763880609581 50.89434058426449)
 092750130 | Kirchham                                                | BOX(13.206360585232584 48.32475174681743,13.297626130489983 48.367358379351494)
 066320011 | Kirchheim                                               | BOX(9.494660209112565 50.80740401507161,9.630047439331976 50.89024574004557)
 096795650 | Kirchheim                                               | BOX(9.822003963084462 49.625419032834074,9.92129910242527 49.697199268599846)
 091840131 | Kirchheim b. München                                    | BOX(11.729280773941667 48.14865226182282,11.775770863477165 48.221990367271516)
 073335004 | Kirchheimbolanden                                       | BOX(7.889461444724421 49.60188923137419,8.12219724359675 49.75575440820623)
 097785760 | Kirchheim i. Schw.                                      | BOX(10.390280007608002 48.13310720675872,10.59713780791243 48.225070933484076)
 081165001 | Kirchheim unter Teck                                    | BOX(9.391942456969632 48.59315921339035,9.52365335224061 48.687066414107086)
 059660016 | Kirchhundem                                             | BOX(7.93382860569014 51.00498035578117,8.245912790939107 51.11469324497094)
 057580020 | Kirchlengern                                            | BOX(8.587370403741765 52.1737051261682,8.683930590893002 52.26092395056447)
 033610005 | Kirchlinteln                                            | BOX(9.268013476348989 52.82056850004429,9.463926744140345 53.02819326139789)
 092780141 | Kirchroth                                               | BOX(12.43745260442882 48.91047103517693,12.56963633604659 48.99161854829671)
 091750124 | Kirchseeon                                              | BOX(11.834044776523427 48.04635663369736,11.929629337638685 48.090509957826605)
 010515172 | Kirchspielslandgemeinde Heider Umland                   | BOX(8.945900509243653 54.12531521067605,9.246406360311356 54.27990830236238)
 010515169 | Kirchspielslandgemeinden Eider                          | BOX(8.90668568470446 54.17863739937077,9.444421476116247 54.378994258258416)
 091715102 | Kirchweidach                                            | BOX(12.565117307238399 48.04442785643152,12.71972753043885 48.142976684471805)
 096760131 | Kirchzell                                               | BOX(9.06497535804672 49.573558993987156,9.224407019575796 49.66043059934685)
 100450115 | Kirkel                                                  | BOX(7.182892186643275 49.259676223409464,7.316621258655189 49.33909945787826)
 071335009 | Kirner Land                                             | BOX(7.387391459149673 49.70269972058638,7.565573896341392 49.89213814407973)
 065350010 | Kirtorf                                                 | BOX(9.015211844525117 50.7144715309557,9.188711658897994 50.83294691003373)
 010605048 | Kisdorf                                                 | BOX(9.975229843247568 53.761555605865055,10.14564005953979 53.88751957232369)
 097710142 | Kissing                                                 | BOX(10.944924327762475 48.28014097644524,11.024393936048648 48.333190777503205)
 084360052 | Kißlegg                                                 | BOX(9.803124851173738 47.72656940660476,9.963824762419668 47.848407624008004)
 096795651 | Kist                                                    | BOX(9.711136136565056 49.687739764649116,9.853733251530016 49.758109304191514)
 096750141 | Kitzingen                                               | BOX(10.090991806474491 49.70382019239895,10.230646789056676 49.791407665849555)
 096755617 | Kitzingen                                               | BOX(10.039984207402416 49.68680802305541,10.188115898747421 49.78690283502844)
 147290220 | Kitzscher                                               | BOX(12.50775640355379 51.12869309599135,12.585169589060767 51.206198285830446)
 100410514 | Kleinblittersdorf                                       | BOX(7.027647076901711 49.11191501093337,7.12929893821615 49.18156530732337)
 120625205 | Kleine Elster (Niederlausitz)                           | BOX(13.657183736145672 51.548634930703734,13.89025862381071 51.75976003681539)
 082255003 | Kleiner Odenwald                                        | BOX(8.937966286994317 49.33539005278942,9.068297485850632 49.42730322799629)
 083360107 | Kleines Wiesental                                       | BOX(7.735257944712473 47.675048939031484,7.852460531059625 47.82251374479454)
 096765627 | Kleinheubach                                            | BOX(9.13917772054251 49.70130954926916,9.228875449013184 49.75554696404631)
 120690304 | Kleinmachnow                                            | BOX(13.15782747614714 52.39318451696749,13.24984400368276 52.42080114604157)
 096710136 | Kleinostheim                                            | BOX(9.030027199212066 49.98674109160963,9.10266002126319 50.037459462132524)
 096790155 | Kleinrinderfeld                                         | BOX(9.821427220047129 49.68166884958843,9.865473669455733 49.73461718313879)
 096765630 | Kleinwallstadt                                          | BOX(9.158083793147442 49.841430610510294,9.248584435833177 49.89697150659069)
 083370062 | Klettgau                                                | BOX(8.354717131320847 47.60145276258231,8.484582900596614 47.68667754997876)
 051540036 | Kleve                                                   | BOX(6.036769625450808 51.73193529853869,6.244752185622728 51.86544393342268)
 146285230 | Klingenberg                                             | BOX(13.455586040130312 50.77213487429939,13.624746284451893 50.95481210268818)
 096760134 | Klingenberg a. Main                                     | BOX(9.127833815401887 49.739316862656324,9.226899779500751 49.79724048518363)
 145230160 | Klingenthal                                             | BOX(12.36281992389765 50.333701048075405,12.51719072411263 50.420134736230004)
 146270100 | Klipphausen                                             | BOX(13.373038766515823 51.03419988509549,13.59910245863036 51.14379760026804)
 120690306 | Kloster Lehnin                                          | BOX(12.499617607699589 52.23855426138742,12.827845058007869 52.39600825546488)
 150810280 | Klötze                                                  | BOX(10.937575735386247 52.496747644068456,11.28732139243198 52.6973696627325)
 130745454 | Klützer Winkel                                          | BOX(10.975660968391251 53.87512388356065,11.407602573951014 54.015172030353696)
 096740163 | Knetzgau                                                | BOX(10.443887623126415 49.92977898216969,10.58247790806662 50.02631134672748)
 082360033 | Knittlingen                                             | BOX(8.729753056755113 48.992925920232345,8.839094840711605 49.046312939113434)
 066340011 | Knüllwald                                               | BOX(9.440859785352451 50.90919603915228,9.584912967853121 51.075562011897816)
 071110000 | Koblenz                                                 | BOX(7.484140149797342 50.28295899287014,7.695963727181427 50.41031908671939)
 091735108 | Kochel a. See                                           | BOX(11.262696008934702 47.56828055926329,11.433767995232602 47.69867575726925)
 094750141 | Köditz                                                  | BOX(11.79025557905628 50.31489079754504,11.881484779675985 50.39611949202398)
 093750161 | Köfering                                                | BOX(12.15071646795353 48.925385813794904,12.21062433520627 48.950297149503015)
 091870150 | Kolbermoor                                              | BOX(12.002063707668633 47.81768555854594,12.084199509531622 47.87046163136302)
 096780150 | Kolitzheim                                              | BOX(10.181081653963059 49.881361947365264,10.313069704511511 49.97956452418902)
 120710244 | Kolkwitz                                                | BOX(14.100395221422836 51.699892100988144,14.31019402444436 51.806989428305926)
 160680034 | Kölleda                                                 | BOX(11.18761818559864 51.15060870283014,11.391457725273012 51.29201403535934)
 160685006 | Kölleda                                                 | BOX(11.22396423230573 51.1289729664665,11.45240296102967 51.238710122707246)
 092760128 | Kollnburg                                               | BOX(12.80477800266746 48.99091093846672,12.95018396914923 49.07652590255154)
 094739454 | Köllnholz                                               | BOX(10.844454429716633 50.275094635358094,10.862756778313537 50.28738779948059)
 053150000 | Köln                                                    | BOX(6.772376037981896 50.82963003268687,7.163622663010853 51.08456558083163)
 096740164 | Königsberg i. Bay.                                      | BOX(10.438157624125072 50.03889857490979,10.688963941239342 50.11565953770307)
 081350025 | Königsbronn                                             | BOX(10.024575928557871 48.70326690675299,10.176225118347402 48.787170522401915)
 146255218 | Königsbrück                                             | BOX(13.760741442992138 51.1938032909077,14.007887025059254 51.38383898069983)
 097720163 | Königsbrunn                                             | BOX(10.855066262962904 48.22820334662452,10.910751166525513 48.29405917192752)
 091730134 | Königsdorf                                              | BOX(11.403887217983247 47.769002018688305,11.534056529270273 47.8565804982868)
 160735054 | Königsee                                                | BOX(11.01122755448515 50.6031703267112,11.224581965195513 50.73659623960882)
 083260031 | Königsfeld im Schwarzwald                               | BOX(8.3401461049443 48.11857168931596,8.490553848473104 48.18189914673264)
 145220290 | Königshain-Wiederau                                     | BOX(12.800288059853674 50.94348002190692,12.92692447218818 51.00974319697051)
 031549503 | Königslutter                                            | BOX(10.76252942881813 52.20420126746172,10.82593049611738 52.25298911868352)
 031540013 | Königslutter am Elm                                     | BOX(10.715621676603645 52.20193567169377,10.909863805279535 52.347305874002224)
 091850163 | Königsmoos                                              | BOX(11.121578167842571 48.58906609067179,11.254144682466038 48.707257567233796)
 093715302 | Königstein                                              | BOX(11.51085419081072 49.5423393959782,11.719960122872982 49.64536130875981)
 064340005 | Königstein im Taunus                                    | BOX(8.41206615881903 50.15909166204474,8.514801594670876 50.2299656269004)
 146285219 | Königstein/Sächs. Schw.                                 | BOX(13.956875254345759 50.80991846551918,14.167558844112587 50.96576962589982)
 146250280 | Königswartha                                            | BOX(14.262796740173359 51.28930336288167,14.425124914838651 51.36181462473705)
 053820024 | Königswinter                                            | BOX(7.168237685457548 50.66184782931919,7.372062798616773 50.747798235621474)
 120610260 | Königs Wusterhausen                                     | BOX(13.568497973541925 52.253646936290366,13.756250609607378 52.38933564548029)
 150890195 | Könnern                                                 | BOX(11.603537053839869 51.628807355380225,11.865443601792936 51.74499887902065)
 093770131 | Konnersreuth                                            | BOX(12.187822152616757 49.976892147075844,12.267878541275818 50.03824745812)
 094750142 | Konradsreuth                                            | BOX(11.782047813629202 50.2130781824135,11.899857315219341 50.299767349613404)
 083355004 | Konstanz                                                | BOX(9.019629739595368 47.65393786247919,9.21783774670656 47.77424157882248)
 072355003 | Konz                                                    | BOX(6.422795476029123 49.611068537653516,6.689588507224517 49.72309582409603)
 092780143 | Konzell                                                 | BOX(12.669269949268712 49.039339157251725,12.742342610469446 49.11258271589179)
 094719456 | Koppenwinder Forst                                      | BOX(10.519339875003416 49.834592794936256,10.583054814689424 49.881906066961264)
 081190041 | Korb                                                    | BOX(9.342895349225145 48.82428404639203,9.396308778591898 48.86376196905115)
 066350015 | Korbach                                                 | BOX(8.727597513511943 51.20887368287013,8.965324821440683 51.333998490327005)
 066340012 | Körle                                                   | BOX(9.482905206199366 51.15632183890586,9.597936569842902 51.194185962081406)
 081180080 | Korntal-Münchingen                                      | BOX(9.048216018906244 48.822912001150044,9.142575113239253 48.869060867386146)
 081180046 | Kornwestheim                                            | BOX(9.152326643123562 48.84760872921599,9.225427347642448 48.88418516702956)
 051620020 | Korschenbroich                                          | BOX(6.47992493619302 51.14026394635979,6.626855231465355 51.23253730457433)
 091760139 | Kösching                                                | BOX(11.468188180231737 48.78423711998169,11.57058356079464 48.90034165451713)
 092750131 | Kößlarn                                                 | BOX(13.081070281055478 48.34164370004311,13.167182336731276 48.3985489097527)
 150820180 | Köthen (Anhalt)                                         | BOX(11.846232671685819 51.679282548502705,12.071338334223915 51.792472871075965)
 146260245 | Kottmar                                                 | BOX(14.593491499020988 50.96360738602025,14.717417440856574 51.0743936478031)
 097745729 | Kötz                                                    | BOX(10.22252027247481 48.38462382662034,10.340877085520022 48.443721627496735)
 160760089 | Kraftsdorf                                              | BOX(11.873040292314899 50.85908705599059,12.0282102249897 50.91707147354381)
 095729458 | Kraftshofer Forst                                       | BOX(11.057782021820156 49.49131961956435,11.141270550299861 49.539642278487946)
 091835148 | Kraiburg a. Inn                                         | BOX(12.34768622915477 48.111100326514965,12.498095118484512 48.21071626418724)
 082150097 | Kraichtal                                               | BOX(8.641012318576179 49.08813920837589,8.842161091978115 49.17340823939748)
 091880127 | Krailling                                               | BOX(11.313271602001763 48.06979850053891,11.42414794167849 48.115164981917864)
 130725256 | Krakow am See                                           | BOX(12.165808539271184 53.56730223181264,12.495667072585382 53.834705653846605)
 051540040 | Kranenburg                                              | BOX(5.945029569643067 51.72384308790818,6.089617339329064 51.84509387729466)
 160715007 | Kranichfeld                                             | BOX(11.105966851223217 50.80388578893722,11.257132635118566 50.92995696695195)
 091780137 | Kranzberg                                               | BOX(11.549563806664748 48.37176687190996,11.702645205738 48.44422831765387)
 146260250 | Krauschwitz i.d. O.L.                                   | BOX(14.67974734011794 51.41214664409419,14.97421645370177 51.535158334677625)
 081265002 | Krautheim                                               | BOX(9.570059276728015 49.283727792871034,9.860396262786331 49.430089687849915)
 160630101 | Krayenberggemeinde                                      | BOX(10.051112958193098 50.796647058532606,10.160652763855513 50.862051369763286)
 051140000 | Krefeld                                                 | BOX(6.477928448569561 51.286827857612046,6.706166072170269 51.40630715003612)
 146280220 | Kreischa                                                | BOX(13.70114951628874 50.914835954260994,13.807531358018187 50.98964956013605)
 120650165 | Kremmen                                                 | BOX(12.825030572725932 52.69475628145641,13.202397667832289 52.89726123289815)
 010615153 | Krempermarsch                                           | BOX(9.416639532151848 53.79313869300031,9.632851931977635 53.90118676132201)
 091820124 | Kreuth                                                  | BOX(11.597967404883033 47.58121483652233,11.85491336281989 47.70087330366382)
 093759452 | Kreuther Forst                                          | BOX(12.214541810035978 49.04323181997849,12.264488906886362 49.07860378266155)
 053580028 | Kreuzau                                                 | BOX(6.416292623281292 50.69351889502357,6.548840988007574 50.782403830383544)
 059700024 | Kreuztal                                                | BOX(7.920006925658209 50.92514407881745,8.070976078692487 51.04253103026274)
 096775620 | Kreuzwertheim                                           | BOX(9.433668392785787 49.74454110504067,9.568946331914033 49.85225030481892)
 145220300 | Kriebstein                                              | BOX(12.979757456113923 51.00893615986929,13.119347739656812 51.06033418214486)
 064360009 | Kriftel                                                 | BOX(8.446509179052446 50.059887260246505,8.489732277161051 50.09865171694397)
 094760145 | Kronach                                                 | BOX(11.26455867714721 50.19339152738822,11.417685531606253 50.30315181769329)
 064340006 | Kronberg im Taunus                                      | BOX(8.47462152692959 50.16366966218559,8.564448437284529 50.21844104952182)
 010580092 | Kronshagen                                              | BOX(10.055693573297312 54.32525621995064,10.105323781456022 54.35052865417587)
 130720058 | Kröpelin                                                | BOX(11.716851130577886 54.00183411714546,11.866523344710458 54.124309253633506)
 010595996 | Kropp-Stapelholm                                        | BOX(9.171351593654691 54.271648523463924,9.565733303035485 54.46648225206167)
 147305306 | Krostitz                                                | BOX(12.36930199474859 51.42398886499649,12.52709906592228 51.57028792410053)
 097740150 | Krumbach (Schwaben)                                     | BOX(10.332394589329784 48.20360389913444,10.433762701737312 48.29619678321989)
 097745731 | Krumbach (Schwaben)                                     | BOX(10.271433493064851 48.16009052285863,10.44568925218018 48.321861387770426)
 093775350 | Krummennaab                                             | BOX(12.056403574281848 49.813889146566915,12.177557393047394 49.88482825072909)
 034520014 | Krummhörn                                               | BOX(6.997958942211445 53.35237470433958,7.212048331895814 53.54607797639352)
 091800122 | Krün                                                    | BOX(11.15760073420841 47.44181141876414,11.295725718281846 47.54717108146137)
 146250290 | Kubschütz                                               | BOX(14.44202454007993 51.11713950354298,14.55471943924375 51.214440636230385)
 097715703 | Kühbach                                                 | BOX(11.126832457144465 48.42941285060819,11.311674872234887 48.5498090051962)
 130720060 | Kühlungsborn                                            | BOX(11.692856764491529 54.11388206675513,11.785734872764795 54.154598492642634)
 093770133 | Kulmain                                                 | BOX(11.85137797250281 49.88076709610124,11.971243763172438 49.96113375540365)
 094770128 | Kulmbach                                                | BOX(11.36058831699937 50.05475621076744,11.505009784026866 50.19339090211421)
 081280064 | Külsheim                                                | BOX(9.397891490045154 49.634874546059486,9.608596445741744 49.70962640517269)
 092740146 | Kumhausen                                               | BOX(12.133336483773737 48.46198243529796,12.26630294266395 48.53421226232885)
 093710136 | Kümmersbruck                                            | BOX(11.810360891923702 49.37121220783014,11.949314190582674 49.4642652185)
 066310017 | Künzell                                                 | BOX(9.699898630584308 50.494039337279496,9.838134927149376 50.55621601594635)
 081265003 | Künzelsau                                               | BOX(9.610733841562881 49.24059209173004,9.834783499977865 49.358127433393804)
 092710128 | Künzing                                                 | BOX(12.994118472142203 48.619208410014764,13.112057458480995 48.68897440486992)
 094760146 | Küps                                                    | BOX(11.22428521848986 50.15926939386135,11.348665238872348 50.234501928279236)
 096790156 | Kürnach                                                 | BOX(10.006055303230255 49.822984382979804,10.087710732840831 49.85559482758447)
 145215132 | Kurort Seiffen - Deutschneudorf - Heidersdorf           | BOX(13.37515489281873 50.60174153629985,13.501846178720186 50.68904929281189)
 053780012 | Kürten                                                  | BOX(7.184200891210216 50.986595302455,7.34032282790194 51.086766979405546)
 073365010 | Kusel-Altenglan                                         | BOX(7.275496190970001 49.48210707965246,7.543257009401549 49.646189786682584)
 083375003 | Küssaberg                                               | BOX(8.254101975475441 47.56581233926102,8.494547108824865 47.62605268962575)
 084160023 | Kusterdingen                                            | BOX(9.07161088854596 48.47026539709728,9.153705316104094 48.534794293156935)
 097720167 | Kutzenhausen                                            | BOX(10.650817688755435 48.3182745062655,10.743641087795497 48.387643490832225)
 160650085 | Kyffhäuserland                                          | BOX(10.902294239643625 51.29011800884917,11.12244444303265 51.429791972818286)
 120680264 | Kyritz                                                  | BOX(12.189988694114813 52.89245281305987,12.557511520142842 53.057237861286076)
 093755333 | Laaber                                                  | BOX(11.83949373047896 49.01675843803776,11.96011317773316 49.11501085707775)
 130725257 | Laage                                                   | BOX(12.159394914987043 53.82005736749725,12.513784223779929 54.00113158537954)
 032410009 | Laatzen                                                 | BOX(9.763057292710146 52.26160993433587,9.916457312483512 52.32584764534477)
 092780144 | Laberweinting                                           | BOX(12.235133049236252 48.721434974677145,12.399125474951367 48.86232586239498)
 033515403 | Lachendorf                                              | BOX(10.177284218082656 52.547072006296304,10.417396835393959 52.72726457096407)
 055660032 | Ladbergen                                               | BOX(7.700507755772024 52.09338027754041,7.849926527158684 52.17845880787123)
