    ars    |                           gen                           |                                    st_extent                                     
 010615104 | Breitenburg                                             | BOX(9.489353878020733 53.869228544066836,9.70529435919846 53.95015601087)
 010535313 | Breitenfelde                                            | BOX(10.504743024708967 53.54169952778201,10.767347617456043 53.6493935054882)
 094710119 | Breitengüßbach                                          | BOX(10.864308137000457 49.95668533593365,10.985515216374655 49.99383262880491)
 094789451 | Breitengüßbacher Forst                                  | BOX(10.892905491278592 50.036656723845134,10.925504037927555 50.06259744893622)
 065320004 | Breitscheid                                             | BOX(8.120254340550265 50.65227028933488,8.255369489154065 50.71336574892798)
 160665051 | Breitungen/Werra                                        | BOX(10.1786230301512 50.67172964883212,10.444425245691612 50.78854210021876)
 040110000 | Bremen                                                  | BOX(8.481735118728656 53.01102137832362,8.990913201564036 53.59732659218202)
 040120000 | Bremerhaven                                             | BOX(8.483202468858456 53.47117823669222,8.66088427406797 53.61010320670145)
 033570008 | Bremervörde                                             | BOX(9.076502543841192 53.40824803671349,9.282859559256053 53.59382706073802)
 064370003 | Brensbach                                               | BOX(8.840756883047874 49.73767278046982,8.927835323110294 49.798101538216)
 081275008 | Brettach/Jagst                                          | BOX(9.917018376266416 49.167932637140076,10.15662029395679 49.32774368655495)
 082155002 | Bretten                                                 | BOX(8.606143658676997 48.988619211412214,8.763005785352803 49.098254647865936)
 081260011 | Bretzfeld                                               | BOX(9.343376838881522 49.09544215210464,9.53977883666377 49.213001098875075)
 064370004 | Breuberg                                                | BOX(8.990723882668323 49.79061497091062,9.090087580744536 49.85571239390138)
 066330004 | Breuna                                                  | BOX(9.140473367422844 51.39683104133191,9.277273545381181 51.47194100972022)
 120630036 | Brieselang                                              | BOX(12.898626703563737 52.5585765048814,13.050541189007777 52.61565788196804)
 120675701 | Brieskow-Finkenheerd                                    | BOX(14.453473505288969 52.16530262783533,14.716383360959439 52.28646445398378)
 059580012 | Brilon                                                  | BOX(8.461765974992044 51.2892821674982,8.757343015816614 51.483860085469004)
 120605011 | Britz-Chorin-Oderberg                                   | BOX(13.745267332128199 52.78756719170289,14.156634941932705 52.9675862173092)
 071315004 | Brohltal                                                | BOX(7.03758848532075 50.3839132146325,7.299618146117551 50.51218541414403)
 064370005 | Brombachtal                                             | BOX(8.897998144582433 49.706104268182685,8.991116394028147 49.755740423631664)
 031515402 | Brome                                                   | BOX(10.699038110259334 52.45973031547597,11.008781743798338 52.63282606115855)
 066350005 | Bromskirchen                                            | BOX(8.501562683044341 51.061229670183685,8.67898068515182 51.10345368414199)
 034525401 | Brookmerland                                            | BOX(7.182261043475361 53.44890714096421,7.350798953103317 53.564701925360886)
 160660074 | Brotterode-Trusetal                                     | BOX(10.370221136487194 50.756450285668826,10.495822681554897 50.851330088855974)
 032515403 | Bruchhausen-Vilsen                                      | BOX(8.877609466144953 52.716118787125026,9.116174615777272 52.92700510680372)
 064350006 | Bruchköbel                                              | BOX(8.8831562285763 50.14846405308095,8.980472255293362 50.22018523072946)
 073355001 | Bruchmühlbach-Miesau                                    | BOX(7.392535277463843 49.335514989051376,7.559745729977761 49.42051565974797)
 082155003 | Bruchsal                                                | BOX(8.504664282129353 49.05898041057465,8.689553596461982 49.214679462046114)
 120695904 | Brück                                                   | BOX(12.509712632416056 52.13356328353086,12.902372220048552 52.32183117137646)
 092740194 | Bruckberg                                               | BOX(11.957300539391762 48.49180533619671,12.065814931806194 48.58186137999263)
 093760117 | Bruck i.d. OPf.                                         | BOX(12.21720777809111 49.20988760203007,12.395048700412758 49.27542987263767)
 091870122 | Bruckmühl                                               | BOX(11.876792269118791 47.84248182126681,11.98079441418204 47.943463489755196)
 051660004 | Brüggen                                                 | BOX(6.072656925068487 51.22733309684974,6.241488179481254 51.307372754096185)
 053620012 | Brühl                                                   | BOX(6.833038081959541 50.78484380710446,6.943585075291406 50.854376892394626)
 082260009 | Brühl                                                   | BOX(8.463340819650972 49.373288803442584,8.542745244031817 49.41820360804081)
 095749452 | Brunn                                                   | BOX(11.205496869367732 49.429871373620806,11.302390242663282 49.46380806182137)
 091840114 | Brunnthal                                               | BOX(11.624435876892973 47.936213061548095,11.743666074918101 48.044706996807705)
 010510011 | Brunsbüttel                                             | BOX(9.01746353845682 53.87750823641103,9.214532198046696 53.95059758200955)
 031549501 | Brunsleberfeld                                          | BOX(10.828580355768498 52.17376718358616,10.868888262529616 52.20001016467112)
 120735303 | Brüssow (Uckermark)                                     | BOX(13.864150987726864 53.32196685906364,14.24361317748271 53.44170762453722)
 095720119 | Bubenreuth                                              | BOX(10.994706804608343 49.61099727386104,11.032615819485429 49.63935811924314)
 097755741 | Buch                                                    | BOX(10.14258160587643 48.146512641872576,10.254975966962073 48.267785576579485)
 092740121 | Buch a. Erlbach                                         | BOX(11.991688700658825 48.41573358641928,12.109619401656307 48.47514097618965)
 091830114 | Buchbach                                                | BOX(12.248828122388547 48.284340920653186,12.369089973191329 48.331800088277305)
 010535318 | Büchen                                                  | BOX(10.503782477576971 53.44336264307079,10.831956347776138 53.60478743446539)
 095760117 | Büchenbach                                              | BOX(10.968595536133348 49.230473777404,11.080173410446672 49.29863102044245)
 097800117 | Buchenberg                                              | BOX(10.113633618797442 47.668215255682654,10.28587434936307 47.75236968505479)
 082250014 | Buchen (Odenwald)                                       | BOX(9.224609364288883 49.45179765042666,9.430065084534473 49.59414136046964)
 010609014 | Buchholz (Forstgutsbez.)                                | BOX(10.034864573199366 53.904859586915336,10.19350142813589 53.973727447246176)
 033530005 | Buchholz in der Nordheide                               | BOX(9.768272857492974 53.24340260534551,9.930668142712491 53.37922733092784)
 092750119 | Büchlberg                                               | BOX(13.483224387527224 48.643738876097046,13.59024007233594 48.71391514551898)
 097775748 | Buchloe                                                 | BOX(10.645293001301393 47.951376712174934,10.826458063604692 48.11145112471781)
 032570009 | Bückeburg                                               | BOX(8.963536742965307 52.23413336452353,9.100355847536882 52.351961627718396)
 095729452 | Buckenhofer Forst                                       | BOX(11.03447928254421 49.56521005064133,11.102757265525895 49.590914311300125)
 010580034 | Büdelsdorf                                              | BOX(9.652928283228064 54.307422975950516,9.717388250145834 54.33002458147622)
 073390009 | Budenheim                                               | BOX(8.138082364700344 50.00342912561526,8.204677812895108 50.03554416437312)
 064400004 | Büdingen                                                | BOX(8.99955788750411 50.22994961342206,9.228043358382704 50.34391812929644)
 082165002 | Bühl                                                    | BOX(8.026826697110197 48.62339944037863,8.257491515730736 48.75835591955745)
 082160008 | Bühlertal                                               | BOX(8.081688676980432 48.63651150642968,8.248640235453529 48.70994935836596)
 034570024 | Bunde                                                   | BOX(7.178937963955379 53.11328164991554,7.319187532336699 53.31836979732268)
 057580004 | Bünde                                                   | BOX(8.472290709199827 52.163370768868816,8.635369323713334 52.25879976158072)
 096739451 | Bundorfer Forst                                         | BOX(10.433626542533235 50.196381832264365,10.523449256965394 50.24996882893466)
 059700008 | Burbach                                                 | BOX(8.010320371601466 50.68542016861473,8.16682898997612 50.79732600324241)
 057740016 | Büren                                                   | BOX(8.472658006327622 51.46615036647322,8.713104675925292 51.631880842751194)
 150860015 | Burg                                                    | BOX(11.724738260038794 52.21200785658435,11.98683233310027 52.37224954215755)
 097740121 | Burgau                                                  | BOX(10.328317780699702 48.40377905072858,10.432369186412554 48.46485823486222)
 097800118 | Burgberg i. Allgäu                                      | BOX(10.245521866445982 47.524188079662366,10.356800493184132 47.562476531679245)
 095755524 | Burgbernheim                                            | BOX(10.231671323249433 49.410086539109145,10.454237914927688 49.50900500914054)
 032410003 | Burgdorf                                                | BOX(9.919555733671578 52.40786325808802,10.102927860854026 52.5407470473368)
 094715408 | Burgebrach                                              | BOX(10.611290128260968 49.7723281379243,10.82988147040338 49.89113136035245)
 160745051 | Bürgel                                                  | BOX(11.691718590800269 50.90885338760317,11.818442177911054 50.97520663382074)
 096789451 | Bürgerwald                                              | BOX(10.408385620168794 49.87140111856638,10.507435031586772 49.90647756481063)
 095750116 | Burghaslach                                             | BOX(10.47811487134785 49.70413466814597,10.654417328518202 49.756260064276326)
 066310002 | Burghaun                                                | BOX(9.606824830152371 50.66738696334069,9.770996366423368 50.75229639230913)
 091710112 | Burghausen                                              | BOX(12.758062769242795 48.122836087610075,12.85686225665513 48.20408001661157)
 091850125 | Burgheim                                                | BOX(10.979664114394039 48.64407807367462,11.104974815605026 48.733518873011974)
 096779452 | Burgjoß                                                 | BOX(9.49476967348929 50.16744289773833,9.572440796899185 50.24347390878195)
 091710113 | Burgkirchen a.d. Alz                                    | BOX(12.628209521056007 48.101693713252715,12.788722558768564 48.19964880726746)
 094780116 | Burgkunstadt                                            | BOX(11.202371713606576 50.11094144686975,11.363619004742398 50.17456943328705)
 093760119 | Burglengenfeld                                          | BOX(11.934220342249851 49.15924950261824,12.079409506355184 49.30814453335406)
 095710127 | Burgoberbach                                            | BOX(10.563870537168768 49.19703338470927,10.611216642573064 49.245842635509234)
 096775622 | Burgsinn                                                | BOX(9.501214891033442 50.09913709775479,9.715119081896333 50.23225411439018)
 120715101 | Burg (Spreewald)                                        | BOX(14.072946851935765 51.78580865956292,14.311997291140065 51.90759186619002)
 145225102 | Burgstädt                                               | BOX(12.740133880157464 50.88232814330091,12.898862613020128 50.949136574236796)
 010515163 | Burg-St. Michaelisdonn                                  | BOX(9.079468255661801 53.91894224731781,9.305198155075761 54.07851378247097)
 095740117 | Burgthann                                               | BOX(11.265299378030235 49.302221059259736,11.389595112494765 49.37155653341571)
 066350006 | Burgwald                                                | BOX(8.70468390151831 50.9752577366556,8.882079115085636 51.03934848284622)
 096739452 | Burgwallbacher Forst                                    | BOX(10.024411765927804 50.3337661770038,10.16506521836337 50.39619882423094)
 032410004 | Burgwedel                                               | BOX(9.780287505435314 52.46180037807764,9.994927923807634 52.60798074652284)
 096720117 | Burkardroth                                             | BOX(9.901329677034507 50.226735603208986,10.063833233099425 50.3450665260259)
 146250060 | Burkau                                                  | BOX(14.126234291466863 51.15734270560903,14.268480606783205 51.219748366548636)
 145215103 | Burkhardtsdorf                                          | BOX(12.856632789333814 50.670260995909395,12.978973800899174 50.75882180495481)
 084170013 | Burladingen                                             | BOX(9.024734641160654 48.25249175229733,9.221772788689705 48.37699131950129)
 053780008 | Burscheid                                               | BOX(7.057587517364762 51.06277241485484,7.16922435085487 51.11869438416651)
 064310005 | Bürstadt                                                | BOX(8.418433157771606 49.61335831666814,8.522318946557496 49.675003756507664)
 097740122 | Burtenbach                                              | BOX(10.385576988856862 48.32307932880922,10.521324358334029 48.37482678712065)
 065310003 | Buseck                                                  | BOX(8.731632410341854 50.568305113397344,8.861649566563173 50.648636402137605)
 010515178 | Büsum-Wesselburen                                       | BOX(8.807375805952434 54.11919257718395,9.013917892861661 54.28784859625079)
 034610003 | Butjadingen                                             | BOX(8.226915998354395 53.47650727590099,8.476594365505912 53.61628254559748)
 064330003 | Büttelborn                                              | BOX(8.495957658120588 49.87243986969523,8.578825348150069 49.950434891747506)
 094710123 | Buttenheim                                              | BOX(11.011807905619694 49.7922403664791,11.105670959136143 49.8612108575846)
 097730122 | Buttenwiesen                                            | BOX(10.63680418230698 48.569452280009145,10.785733245976568 48.663471096995394)
 160680063 | Buttstädt                                               | BOX(11.248726345994383 51.08961024355669,11.485548328444816 51.19537718541716)
 064400005 | Butzbach                                                | BOX(8.514139287321635 50.367676001446405,8.737117269622354 50.48521248691017)
 130725252 | Bützow-Land                                             | BOX(11.756477141537246 53.7322380460898,12.093868023455945 53.98704851589842)
 091760118 | Buxheim                                                 | BOX(11.24949853704295 48.78166706096766,11.332474262549594 48.85895678564076)
 097780123 | Buxheim                                                 | BOX(10.11446624196136 47.95805941799705,10.156962646017867 48.01539986682055)
 033590010 | Buxtehude                                               | BOX(9.597804778114206 53.41154994821297,9.783694084240942 53.50918505822963)
 095730114 | Cadolzburg                                              | BOX(10.778604621893713 49.41722033146723,10.917214765273082 49.496068514676544)
 120660052 | Calau                                                   | BOX(13.798085178184499 51.67848923036803,14.050600820436705 51.838996311280795)
 150890055 | Calbe (Saale)                                           | BOX(11.70739077996245 51.863108356089676,11.847710715291809 51.94471028165396)
 066330005 | Calden                                                  | BOX(9.26580851623874 51.365862575357845,9.445763950277144 51.453429734394064)
 145240020 | Callenberg                                              | BOX(12.609215073063526 50.81052200831494,12.748736967571396 50.88073344467797)
 094739452 | Callenberger Forst-West                                 | BOX(10.817723468949769 50.27767054095745,10.859115865483913 50.295109501466065)
 082355006 | Calw                                                    | BOX(8.571211433658068 48.64808259974459,8.805230566321226 48.772103200652865)
 034530003 | Cappeln (Oldenburg)                                     | BOX(7.994691941017546 52.75198832354389,8.20276415274086 52.829058247917494)
 130725253 | Carbäk                                                  | BOX(12.191173650584975 54.049401985652295,12.354490731575746 54.16951212356842)
 055620004 | Castrop-Rauxel                                          | BOX(7.241686716580037 51.52073332415542,7.371870603488737 51.627102768880874)
 147300050 | Cavertitz                                               | BOX(13.020059610058466 51.34523853150524,13.210150053815592 51.435776869260216)
 033510006 | Celle                                                   | BOX(9.984273495552237 52.56305716934194,10.213080213012368 52.72828609596117)
 093720116 | Cham                                                    | BOX(12.557831923805628 49.13581155443561,12.75532497686264 49.268771226277146)
 093720117 | Chamerau                                                | BOX(12.715645157537569 49.16961056533361,12.826022278282842 49.2340291840088)
 145110000 | Chemnitz                                                | BOX(12.727053539458229 50.74115586709449,13.054177301196288 50.90383095568556)
 091890114 | Chieming                                                | BOX(12.490381611378913 47.863402803529375,12.584706203590782 47.95431529646713)
 091899451 | Chiemsee (See)                                          | BOX(12.363869791990604 47.8314630915766,12.533493496506694 47.93339159377492)
 145220070 | Claußnitz                                               | BOX(12.822784657047148 50.914808032190834,12.93490472308244 50.96017356073245)
 031530018 | Clausthal-Zellerfeld                                    | BOX(10.267945313077245 51.76589665399263,10.543627660044253 51.84998104726749)
 034530004 | Cloppenburg                                             | BOX(7.965233666541847 52.79568938670736,8.102921178646813 52.923330296932946)
 094630000 | Coburg                                                  | BOX(10.887390206612773 50.22169401657881,11.063870677333114 50.298637769344104)
 071355001 | Cochem                                                  | BOX(7.068878232474083 50.045755356115,7.383558572942453 50.21809537933024)
 055580012 | Coesfeld                                                | BOX(7.055738247571331 51.84605132321977,7.26221174791075 51.98786101005573)
 065340006 | Cölbe                                                   | BOX(8.74609934197227 50.84233510635486,8.875190416720438 50.914999151827196)
 147290080 | Colditz                                                 | BOX(12.675255828832213 51.09072822914587,12.898498816026793 51.18112895861231)
 096760117 | Collenberg                                              | BOX(9.26183889576786 49.723777274962515,9.360019777658545 49.8137473119916)
 095710130 | Colmberg                                                | BOX(10.350321410067082 49.322811922617966,10.468861011287006 49.41492194582695)
 032520004 | Coppenbrügge                                            | BOX(9.435235422396326 52.03724232651192,9.607355280813637 52.16747040345326)
 066320005 | Cornberg                                                | BOX(9.789948604579756 51.02280347782976,9.88755851659009 51.08556753424413)
 146270010 | Coswig                                                  | BOX(13.49900020451887 51.10478148844596,13.655340108591423 51.16228591589706)
 150910060 | Coswig (Anhalt)                                         | BOX(12.25197671033848 51.84661869411257,12.603950529175263 52.045119281351546)
 120520000 | Cottbus                                                 | BOX(14.273306525769826 51.69247973664761,14.501343166750562 51.86416174658671)
 081275002 | Crailsheim                                              | BOX(9.909187815950038 49.032874812312144,10.172539301540644 49.21375383047247)
 081280020 | Creglingen                                              | BOX(9.970984689726151 49.38441364559499,10.161698240226038 49.54553527767312)
 031580006 | Cremlingen                                              | BOX(10.592294899449334 52.218967193583126,10.76033152303284 52.30325675450539)
 094725416 | Creußen                                                 | BOX(11.499535967341044 49.773701030935364,11.739713529982096 49.90505525381725)
 145245104 | Crimmitschau-Dennheritz                                 | BOX(12.24283537347317 50.780878934776204,12.515731919831321 50.85716416188897)
 130765668 | Crivitz                                                 | BOX(11.449474696648194 53.445790268369414,11.85856628222043 53.77806819188518)
 145210130 | Crottendorf                                             | BOX(12.881316545645085 50.45653190997736,12.97846193586032 50.54917619507627)
 146250090 | Cunewalde                                               | BOX(14.470799404098143 51.07656591918482,14.584002267471389 51.12091476734613)
 033520011 | Cuxhaven                                                | BOX(8.550902527286091 53.7590268754231,8.863384282221842 53.89231951015175)
 071325003 | Daaden-Herdorf                                          | BOX(7.896275330687881 50.67542957677034,8.043045796428862 50.81469969021874)
 091740115 | Dachau                                                  | BOX(11.384370117607908 48.22705660731114,11.50251416635806 48.31147748264744)
 053660012 | Dahlem                                                  | BOX(6.413042933610735 50.33635681596072,6.606821434615313 50.44342087327459)
 147300060 | Dahlen                                                  | BOX(12.90248323472753 51.31443877345039,13.073467263604032 51.432945135749975)
 033555403 | Dahlenburg                                              | BOX(10.627679446122526 53.12219862896946,10.909853715824173 53.253285612888384)
 010550010 | Dahme                                                   | BOX(11.049150843874783 54.195621741875954,11.093783107595131 54.24648081122832)
 120725204 | Dahme/Mark                                              | BOX(13.082551766021684 51.790940277086065,13.581303670246793 51.992831762602215)
 073405001 | Dahner Felsenland                                       | BOX(7.605982472426113 49.03291668224386,7.914296745970796 49.18793613040618)
 120630056 | Dallgow-Döberitz                                        | BOX(12.991217042207271 52.46106280982947,13.166457606193436 52.5585230306898)
 034600002 | Damme                                                   | BOX(8.126756927011412 52.476912946087,8.349679780760582 52.577938772524256)
 010585822 | Dänischenhagen                                          | BOX(9.93205275128574 54.41078500738818,10.199382744928638 54.48525800932199)
 010585824 | Dänischer Wohld                                         | BOX(9.87006613551988 54.34090094391045,10.086973457323053 54.45611730522957)
 073385001 | Dannstadt-Schauernheim                                  | BOX(8.232727444457817 49.39478737381919,8.356488426205317 49.45307004594584)
 130710027 | Dargun                                                  | BOX(12.764448933572718 53.8337045194365,12.933508637115741 54.00493765445061)
 064110000 | Darmstadt                                               | BOX(8.561826645850209 49.795836408705185,8.749672826573951 49.95420812943444)
 130735354 | Darß/Fischland                                          | BOX(12.278130275291002 54.24915027746373,12.645382637397557 54.486728472470325)
 097715704 | Dasing                                                  | BOX(10.99500007751733 48.307034847126964,11.19840047520795 48.4401810158236)
 031550003 | Dassel                                                  | BOX(9.579180507368891 51.723450977238755,9.798380884066027 51.8815397201866)
 055620008 | Datteln                                                 | BOX(7.239970484860839 51.61369302144692,7.422134115929734 51.7205986186604)
 072335001 | Daun                                                    | BOX(6.655143385993814 50.073413371614535,6.995550469555335 50.29039106618115)
 065340007 | Dautphetal                                              | BOX(8.4807027396088 50.79630554402972,8.632895540965126 50.90184902304625)
 095769452 | Dechenwald                                              | BOX(10.884540645893146 49.2990379177696,10.913960290177066 49.316494865967194)
 092710119 | Deggendorf                                              | BOX(12.873630151296089 48.786891769377036,13.074098253136336 48.908561447113925)
 081175001 | Deggingen                                               | BOX(9.653790348765554 48.54994120356936,9.751470719000874 48.63925129944981)
 073325001 | Deidesheim                                              | BOX(8.049381842434618 49.377023932415604,8.27301977190612 49.43967883275586)
 093730119 | Deining                                                 | BOX(11.47080865790278 49.15676730147017,11.603111780404694 49.27082647774817)
 057740020 | Delbrück                                                | BOX(8.403107785796061 51.70428366191384,8.681402223976292 51.843418638738)
 147300070 | Delitzsch                                               | BOX(12.273158424272477 51.480954889651095,12.452176367615081 51.58664930688344)
 032550008 | Delligsen                                               | BOX(9.717677323419633 51.89526280613358,9.894895783019328 51.98283989128314)
 034010000 | Delmenhorst                                             | BOX(8.578331076650075 52.98643350611028,8.711423918535598 53.1091808189724)
 146250100 | Demitz-Thumitz                                          | BOX(14.203850792767275 51.127843795964544,14.28909355698754 51.17637559703541)
 130710029 | Demmin                                                  | BOX(12.945836861948955 53.86509529919964,13.122196458143707 53.98054220977376)
 130715151 | Demmin-Land                                             | BOX(12.863707273325742 53.7315448926377,13.233367602621584 54.00443874632313)
 081160015 | Denkendorf                                              | BOX(9.287418750581562 48.667204988722375,9.370953124778522 48.71312570062203)
 091760120 | Denkendorf                                              | BOX(11.404430643181636 48.8864446479554,11.521340455407199 48.96327140229987)
 091810113 | Denklingen                                              | BOX(10.748334562574858 47.842305371863254,10.932228635884075 47.93627011664805)
 095715507 | Dentlein a. Forst                                       | BOX(10.381432571475345 49.105763637352446,10.523944291873805 49.19776743072445)
 083165001 | Denzlingen-Vörstetten-Reute                             | BOX(7.789877094846061 48.04691472809603,7.924547019562001 48.09847803639498)
 160635059 | Dermbach                                                | BOX(10.041245833019614 50.644326689093106,10.222378952322549 50.809552979147)
 150010000 | Dessau-Roßlau                                           | BOX(12.112072376790772 51.73381396322849,12.351498418290104 51.97073747756139)
 057660020 | Detmold                                                 | BOX(8.763125009241113 51.85890188264886,8.989338835658156 51.99818032304655)
 096750117 | Dettelbach                                              | BOX(10.056396119330607 49.77704371661359,10.208488374538755 49.84995170394719)
 084160009 | Dettenhausen                                            | BOX(9.077650339160776 48.578591608634866,9.131774456615279 48.62281451242014)
 084150014 | Dettingen an der Erms                                   | BOX(9.31786317527216 48.504394922674756,9.402615461902789 48.549438549470686)
 064320004 | Dieburg                                                 | BOX(8.763407022105019 49.88421885052107,8.872940936435615 49.92584902905094)
 097720130 | Diedorf                                                 | BOX(10.711696142396825 48.30403319936114,10.806131616879997 48.39659252938166)
 146265502 | Diehsa                                                  | BOX(14.598409374185982 51.19211980225574,14.859052647052378 51.34765201594067)
 032540011 | Diekholzen                                              | BOX(9.866968213136536 52.06465857117995,10.007505369009767 52.119393307448725)
 066350007 | Diemelsee                                               | BOX(8.654318427751944 51.2928327064506,8.93732857654629 51.39290191458317)
 066350008 | Diemelstadt                                             | BOX(8.890376607820395 51.43390305796007,9.092328869272796 51.518610669619214)
 032510012 | Diepholz                                                | BOX(8.293795224086843 52.531412701633116,8.44798283717232 52.689334706280405)
 146270020 | Diera-Zehren                                            | BOX(13.344650967028294 51.17311374493433,13.49311819306736 51.246258436859655)
 071385003 | Dierdorf                                                | BOX(7.56391321496212 50.46128510263268,7.71147269582162 50.599821095778836)
 095755521 | Diespeck                                                | BOX(10.488143457899017 49.574846392837166,10.69901336947219 49.69161766402582)
 091810114 | Dießen am Ammersee                                      | BOX(10.967032382238253 47.89860541647478,11.130491314492852 48.00312633544167)
 084255003 | Dietenheim                                              | BOX(9.9996994456166 48.14229000972508,10.095357457437464 48.30510586529393)
 095710135 | Dietenhofen                                             | BOX(10.593890004031717 49.360033643471205,10.775774277727562 49.43716339613439)
 092770114 | Dietersburg                                             | BOX(12.866087630860644 48.465228594465714,13.03788665699577 48.533882341097275)
 095750119 | Dietersheim                                             | BOX(10.472943343796576 49.5176167332308,10.611353294605289 49.57117186771643)
 093730121 | Dietfurt a.d. Altmühl                                   | BOX(11.514761981993889 48.951497125261575,11.678126932627123 49.09644157222643)
 097800119 | Dietmannsried                                           | BOX(10.18540055543043 47.79018307170124,10.353027877018611 47.86363962610397)
 091730118 | Dietramszell                                            | BOX(11.472537701241606 47.80508542053754,11.663858538353221 47.9250589533001)
 064380001 | Dietzenbach                                             | BOX(8.747074008286695 49.982536115371765,8.826631060892602 50.039443622502596)
 065320005 | Dietzhölztal                                            | BOX(8.231313895025865 50.81408539983917,8.356134109303325 50.882798630565404)
 071415003 | Diez                                                    | BOX(7.850769000144246 50.30952069475387,8.0704248232601 50.41478464605599)
 065320006 | Dillenburg                                              | BOX(8.203996632080383 50.70554584339348,8.392381036650276 50.80414848421554)
 097730125 | Dillingen a.d. Donau                                    | BOX(10.441358929563775 48.5350779685219,10.626989182796535 48.61992811084346)
 100440111 | Dillingen/Saar                                          | BOX(6.689696491610226 49.335641817891414,6.778847859255749 49.39638398546853)
 160610118 | Dingelstädt                                             | BOX(10.224808502778313 51.28045438245093,10.378612538958558 51.369771013610595)
 092790112 | Dingolfing                                              | BOX(12.428922432798949 48.56478625223297,12.523759153988701 48.66219021975686)
 095710136 | Dinkelsbühl                                             | BOX(10.204997648711691 49.02854274913481,10.431469757616517 49.12991372537705)
 097720131 | Dinkelscherben                                          | BOX(10.498988781419413 48.28229544450156,10.66831699227486 48.38443498965372)
 034600003 | Dinklage                                                | BOX(8.018152352409405 52.59812690511955,8.191338878385722 52.703822727199515)
 051700008 | Dinslaken                                               | BOX(6.686522552559988 51.53283782678468,6.866163716092251 51.60715543142983)
 066310003 | Dipperz                                                 | BOX(9.764586937496341 50.503998642172064,9.878415798242543 50.57064914644863)
 146280060 | Dippoldiswalde                                          | BOX(13.58313848277164 50.770718995089645,13.729659628725438 50.94977173915501)
 097785766 | Dirlewang                                               | BOX(10.39731003500454 47.92205534604818,10.557482657624108 48.03654675745713)
 081350010 | Dischingen                                              | BOX(10.298388383178045 48.65282684114376,10.495748779340063 48.74840268865882)
 034590015 | Dissen am Teutoburger Wald                              | BOX(8.147350893709989 52.07187989527745,8.267226612437517 52.15264265288132)
 096780123 | Dittelbrunn                                             | BOX(10.168855293351495 50.06578161896871,10.234795069500095 50.14983084421279)
 081180011 | Ditzingen                                               | BOX(8.956854406369873 48.80934420011856,9.091003346340186 48.864716075154334)
 145220080 | Döbeln                                                  | BOX(13.013837324987977 51.07888285859287,13.258817020501693 51.175665872239286)
 120620092 | Doberlug-Kirchhain                                      | BOX(13.338337003550611 51.591776055677855,13.651410449343652 51.70447582707356)
 120715102 | Döbern-Land                                             | BOX(14.46851396645075 51.549532066203,14.765701804200381 51.78183351018922)
 146250110 | Doberschau-Gaußig                                       | BOX(14.272536623568685 51.10737524709928,14.418110726283139 51.170593437439)
 147300080 | Doberschütz                                             | BOX(12.612739797319133 51.44525192608479,12.776819759266745 51.56384290209284)
 094750120 | Döhlau                                                  | BOX(11.92970056391233 50.26564827094682,12.002316793857668 50.30936764216823)
 146285209 | Dohna-Müglitztal                                        | BOX(13.775271279499558 50.901035849962724,13.91196988155401 50.97998253683471)
 091760121 | Dollnstein                                              | BOX(11.039272298699426 48.834258261684965,11.147931560446256 48.90402580011681)
 160665014 | Dolmar-Salzbrücke                                       | BOX(10.401370311536402 50.48508304996856,10.583065635550165 50.681662625120765)
 130765654 | Dömitz-Malliß                                           | BOX(11.085885774309926 53.110302570319206,11.410286073032585 53.29518593514551)
 147305303 | Dommitzsch                                              | BOX(12.706532813217862 51.564240663230926,13.028585689112338 51.68497371608557)
 083265001 | Donaueschingen                                          | BOX(8.269865213904293 47.84565645725628,8.620730352347783 48.00893713074279)
 083275001 | Donau-Heuberg                                           | BOX(8.819446341454896 47.98298115356638,9.01410524438067 48.11060450029407)
 093755335 | Donaustauf                                              | BOX(12.189477086457918 49.00650308342552,12.345602620172446 49.12374615034874)
 097790131 | Donauwörth                                              | BOX(10.670012379778928 48.675538398453945,10.867837579955154 48.76294885152768)
 057660024 | Dörentrup                                               | BOX(8.965314184499645 51.99787559133759,9.107192209145833 52.07550536556712)
 091770115 | Dorfen                                                  | BOX(12.069701695864946 48.225291475073135,12.255056956443259 48.327570854020365)
 094730120 | Dörfles-Esbach                                          | BOX(10.980447154242015 50.27576004368782,11.01620709910048 50.29972539701017)
 130745451 | Dorf Mecklenburg-Bad Kleinen                            | BOX(11.286917083574641 53.743450432665874,11.603865225371505 53.893412512018244)
 096760118 | Dorfprozelten                                           | BOX(9.342142778808988 49.77010798596743,9.406271271467364 49.8182118633136)
 051620004 | Dormagen                                                | BOX(6.696416399918887 51.046108235284905,6.883558361461705 51.16290625978938)
 094745426 | Dormitz                                                 | BOX(11.091745425583452 49.58732500040018,11.187989863202908 49.658688536325826)
 095729453 | Dormitzer Forst                                         | BOX(11.070068510679704 49.55320576129117,11.157216154277323 49.588917126919384)
 065330004 | Dornburg                                                | BOX(7.978732071546805 50.46883666755075,8.07096089382215 50.55701686832271)
 160745015 | Dornburg-Camburg                                        | BOX(11.54687374415072 50.90995264005134,11.777570784580407 51.08777536884235)
 083250012 | Dornhan                                                 | BOX(8.470435085814994 48.31669264242158,8.586262444421203 48.405586394765066)
 084255004 | Dornstadt                                               | BOX(9.797936537354373 48.43223216741661,10.008408795541271 48.537397875999545)
