     ars      |                 gen                  |                                    st_extent                                     
 091790121121 | Fürstenfeldbruck                     | BOX(11.172237922543223 48.146042000230345,11.284993018765485 48.20358180050175)
 092750121121 | Fürstenstein                         | BOX(13.28631296956619 48.68573445246417,13.362842252706786 48.74415919914544)
 120670144144 | Fürstenwalde/Spree                   | BOX(13.938846886637318 52.32271885576511,14.149585051302026 52.42689920384892)
 092750122122 | Fürstenzell                          | BOX(13.255251292746097 48.45734067562231,13.387171743782616 48.59087858230953)
 096779456456 | Fürstl. Löwenstein'scher Park        | BOX(9.463594043972627 49.86996373994816,9.569562724381017 49.960000710692036)
 092745221132 | Furth                                | BOX(11.951903725423254 48.571798499633374,12.086526925648545 48.604515207468715)
 064310007007 | Fürth                                | BOX(8.72117068004247 49.62284385041557,8.886963368792378 49.68484387755643)
 095630000000 | Fürth                                | BOX(10.89316348468623 49.4365402011888,11.028631805790132 49.54109697366982)
 071325006038 | Fürthen                              | BOX(7.658550526897974 50.77020773021525,7.687388249755005 50.79455363130922)
 093720126126 | Furth im Wald                        | BOX(12.745753986967054 49.25117913224251,12.919901821910695 49.350995361988396)
 083265002017 | Furtwangen im Schwarzwald            | BOX(8.130769326182142 47.99232706675504,8.282384368250423 48.104151022710994)
 097770129129 | Füssen                               | BOX(10.583026712560795 47.550987051526434,10.727252595808023 47.62033934285426)
 073385004008 | Fußgönheim                           | BOX(8.271189903181897 49.44650958347885,8.320435046426926 49.47875814951197)
 146265203100 | Gablenz                              | BOX(14.603191361463658 51.516278072401484,14.69157996512302 51.55454737835152)
 097720145145 | Gablingen                            | BOX(10.751190601104977 48.432006536830414,10.86875930768106 48.47944264237628)
 073315006029 | Gabsheim                             | BOX(8.146056251079024 49.809951088406116,8.195309519334746 49.83854050726587)
 091855155131 | Gachenbach                           | BOX(11.202667608971337 48.463677306604524,11.303406235358219 48.54888952520351)
 071435004020 | Gackenbach                           | BOX(7.819105519639352 50.34744041119505,7.880688077703324 50.37859539974466)
 130745452021 | Gadebusch                            | BOX(11.030550485060639 53.65624953556471,11.181483552098529 53.750603110657515)
 096745613139 | Gädheim                              | BOX(10.320344673127487 50.014206015148915,10.40169399828029 50.04698580563115)
 130745453022 | Gägelow                              | BOX(11.283390323609204 53.84999961946662,11.395586761585108 53.916467940244274)
 082160015015 | Gaggenau                             | BOX(8.284963079948174 48.76938731034139,8.41711027866706 48.86268065269106)
 082265005022 | Gaiberg                              | BOX(8.72058602560197 49.34751874032503,8.76124923061003 49.37534284877225)
 083355003025 | Gaienhofen                           | BOX(8.94354137280134 47.66848496341888,9.006162673772392 47.71663078826441)
 081275006025 | Gaildorf                             | BOX(9.702355498927183 48.95051786852107,9.831109869221823 49.049448643304636)
 083355002026 | Gailingen am Hochrhein               | BOX(8.726361024369098 47.674855468139356,8.810078414143447 47.716150937248216)
 091760126126 | Gaimersheim                          | BOX(11.326209500762449 48.77740310846818,11.39704220973558 48.85000577833955)
 091730124124 | Gaißach                              | BOX(11.556359595675076 47.678101991521075,11.67342345841439 47.757784104490305)
 130715152037 | Galenbeck                            | BOX(13.576720855687617 53.587035995260166,13.795998334997458 53.69902570854596)
 071315004204 | Galenberg                            | BOX(7.179554080986881 50.4285185073486,7.203227116280902 50.4468565058454)
 130765667039 | Gallin                               | BOX(10.783821470114304 53.467392333885876,10.91824890068468 53.51618981732785)
 130765655040 | Gallin-Kuppentin                     | BOX(12.090861351085405 53.48136603401467,12.200123029301313 53.54659862233487)
 095755524124 | Gallmersgarten                       | BOX(10.231671323249433 49.4310750840009,10.305327009240553 49.49748578923317)
 010545489165 | Galmsbüll                            | BOX(8.683891411384836 54.721984947343564,8.81896986225982 54.81012199381917)
 071355002033 | Gamlen                               | BOX(7.181440630276672 50.23238446917151,7.216705864824414 50.26413153354066)
 010585893057 | Gammelby                             | BOX(9.77294509867315 54.4876358523722,9.833079715377764 54.520057177887836)
 130765658041 | Gammelin                             | BOX(11.204156618859484 53.477459528718256,11.283504873456847 53.52800078050809)
 091785129125 | Gammelsdorf                          | BOX(11.895404878327296 48.524433088376924,11.972800249729893 48.58663035631564)
 081175009023 | Gammelshausen                        | BOX(9.641212553660237 48.623009727255436,9.661671624813184 48.65367883337429)
 084375001031 | Gammertingen                         | BOX(9.182743040149797 48.22151679676838,9.350498574547524 48.28905788494178)
 034580005005 | Ganderkesee                          | BOX(8.427609338776792 52.96481330782861,8.63567329386573 53.12811853391983)
 032565409008 | Gandesbergen                         | BOX(9.204827211759188 52.743345677566886,9.302712197018428 52.77281294406988)
 053700008008 | Gangelt                              | BOX(5.952629655069457 50.94778545232733,6.081015940745288 51.04203665315096)
 092770121121 | Gangkofen                            | BOX(12.470559611004612 48.399656882856775,12.654183932232657 48.52491170021739)
 160685009013 | Gangloffsömmern                      | BOX(10.914863476319365 51.17393390213313,10.998586997128088 51.20577887218575)
 130765663166 | Ganzlin                              | BOX(12.112487030383855 53.31801089188206,12.344773711573527 53.426442854329515)
 071375002027 | Gappenach                            | BOX(7.327975169792179 50.26908545846799,7.365975844327155 50.28875063974367)
 032410005005 | Garbsen                              | BOX(9.484204319491443 52.39795889548621,9.645611703959503 52.500745959971525)
 091710117117 | Garching a.d. Alz                    | BOX(12.542545768149443 48.1010559584303,12.632564207788644 48.169585636949286)
 091840119119 | Garching b. München                  | BOX(11.598881073050942 48.216820526415795,11.684929523121115 48.273054564877896)
 150810135135 | Gardelegen                           | BOX(11.051667767004988 52.386779200636525,11.605163858943554 52.63847640227742)
 010545417036 | Garding                              | BOX(8.760885046898636 54.323170174561426,8.801615369294499 54.338452997151876)
 033535405011 | Garlstorf                            | BOX(10.04453558457088 53.20685075476572,10.142597574288619 53.25305459249637)
 091800117117 | Garmisch-Partenkirchen               | BOX(10.869482365362227 47.39338623480515,11.223186285016206 47.54898837964525)
 034530008008 | Garrel                               | BOX(7.9343122510166 52.88060763386053,8.124832387664979 53.01628632515621)
 091835146118 | Gars a. Inn                          | BOX(12.203221659348536 48.12656889601579,12.354184504111764 48.19244931639663)
 033535405012 | Garstedt                             | BOX(10.115876442797246 53.265201285926686,10.22594938928837 53.30062671183689)
 033545403005 | Gartow                               | BOX(11.404397637396908 52.975855549891165,11.515946297034573 53.065136215439736)
 033549501501 | Gartow                               | BOX(11.317420398616905 52.92799483197632,11.505026759497309 53.034887921469505)
 081155002015 | Gärtringen                           | BOX(8.845114893228516 48.61433272091447,8.972015837842735 48.66223291546057)
 120735304189 | Gartz (Oder)                         | BOX(14.281227524904686 53.125942065516256,14.425499556225143 53.26818321045617)
 130755562034 | Garz                                 | BOX(14.150595605048919 53.87072319114252,14.213308253325001 53.90764889355806)
 120645408153 | Garzau-Garzin                        | BOX(13.911798588921227 52.51936166346494,14.049707443524346 52.56669498609582)
 130735353027 | Garz/Rügen                           | BOX(13.290574265727148 54.22092943567173,13.425176910232194 54.38007148960246)
 094755430127 | Gattendorf                           | BOX(11.95079395246589 50.29799959639073,12.033299172212812 50.35401666567285)
 073395003019 | Gau-Algesheim                        | BOX(7.982900029151357 49.923707385870635,8.038559259422062 49.97243264234875)
 073315005030 | Gau-Bickelheim                       | BOX(7.992466778934566 49.817668671189274,8.043017867626702 49.8522815180036)
 073395002020 | Gau-Bischofsheim                     | BOX(8.269547293961136 49.903953240083204,8.297776704224482 49.923415622800704)
 160765004019 | Gauern                               | BOX(12.18139223554669 50.778118720762286,12.22135808818412 50.797632108898426)
 073335004022 | Gauersheim                           | BOX(8.039706365249398 49.645411888210745,8.089371692347903 49.68009481126044)
 081155005016 | Gäufelden                            | BOX(8.79145596228941 48.53719675144117,8.889690908079011 48.57670931147028)
 073335007023 | Gaugrehweiler                        | BOX(7.842066549626728 49.690002687830294,7.914650496680979 49.72816927228283)
 073315001031 | Gau-Heppenheim                       | BOX(8.153234443375272 49.726584032069105,8.207925256059742 49.753238789417985)
 096790134134 | Gaukönigshofen                       | BOX(9.95370640551618 49.59900624765067,10.049797086587015 49.66541007866557)
 073315001032 | Gau-Odernheim                        | BOX(8.155778248484047 49.75554968423677,8.235515576842317 49.802945255318214)
 010515169035 | Gaushorn                             | BOX(9.189326732614052 54.17863739937077,9.243651193007489 54.2161843275845)
 091880120120 | Gauting                              | BOX(11.276467551248821 48.02768558072645,11.420082029868652 48.100613671397426)
 073315006033 | Gau-Weinheim                         | BOX(8.028500820467046 49.83829858067245,8.062574017055162 49.86304888763156)
 093715301123 | Gebenbach                            | BOX(11.832736547071903 49.524236421751205,11.921077722321083 49.576479145742596)
 160685002014 | Gebesee                              | BOX(10.87682665502702 51.083999391207094,10.95724587648109 51.14267416236739)
 071325009039 | Gebhardshain                         | BOX(7.788348525247663 50.72760192411697,7.830803474141218 50.76754780672483)
 071335006033 | Gebroth                              | BOX(7.641171975603088 49.86950259215344,7.673542760829214 49.88710432825315)
 095715501152 | Gebsattel                            | BOX(10.17013680946144 49.31805224994938,10.275049992415399 49.36480329995124)
 082355002029 | Gechingen                            | BOX(8.789186283648363 48.66948849481551,8.863215617561965 48.71504335929565)
 064400009009 | Gedern                               | BOX(9.130123118637544 50.362064932101106,9.290445677860866 50.463583860135216)
 034540014014 | Geeste                               | BOX(7.119089479519701 52.54954177262405,7.417224389469168 52.65656849967383)
 010530032032 | Geesthacht                           | BOX(10.307886339227483 53.39821224853626,10.466429093530525 53.46082254435286)
 033520062062 | Geestland                            | BOX(8.508428153224337 53.51924956113599,8.995617745415332 53.73731448752743)
 072335001025 | Gefell                               | BOX(6.888737486513951 50.22731875032909,6.926741262704565 50.2436795987572)
 160750131131 | Gefell                               | BOX(11.723428872690395 50.39998330564312,11.927886196133398 50.47396802921438)
 094720139139 | Gefrees                              | BOX(11.674636836757546 50.04935868362503,11.818303704394754 50.13359867319018)
 071435002223 | Gehlert                              | BOX(7.81205874374572 50.6191299751496,7.847235370030784 50.64807514578457)
 130765655165 | Gehlsbach                            | BOX(12.066832836354346 53.34380610515349,12.175568790666318 53.43038207300222)
 071405004040 | Gehlweiler                           | BOX(7.450537890775685 49.866648647503176,7.499937493575361 49.89238875970621)
 160655055019 | Gehofen                              | BOX(11.283545306327795 51.2874456274103,11.347658498931889 51.33868063746283)
 034595402018 | Gehrde                               | BOX(7.97640205051317 52.531138437355594,8.060610879060157 52.620917450412996)
 032410006006 | Gehrden                              | BOX(9.525437375119683 52.27802922998851,9.640980559138542 52.369712152197394)
 073335007024 | Gehrweiler                           | BOX(7.751845141920541 49.56154126098327,7.804814571126023 49.583228994559995)
 072325005040 | Geichlingen                          | BOX(6.241226390741681 49.93989944957544,6.285139077341993 49.96567429623862)
 096789452452 | Geiersberg                           | BOX(10.427235514539321 49.8593899264716,10.447388350666081 49.8672019088921)
 096729455455 | Geiersnest-Ost                       | BOX(9.789210956031772 50.21499313525431,9.933861073537999 50.262717771005384)
 096729456456 | Geiersnest-West                      | BOX(9.772611682987069 50.233554354830495,9.806069144882139 50.25155653968693)
 092760122122 | Geiersthal                           | BOX(12.94037250647998 49.01157509502537,13.015353505080483 49.073208036156736)
 053700012012 | Geilenkirchen                        | BOX(6.015086912374575 50.93050715256431,6.236712462493933 51.01736320881955)
 071415003045 | Geilnau                              | BOX(7.903691175726488 50.34505832899863,7.939388486887963 50.36544737755747)
 160635056032 | Geisa                                | BOX(9.876975921558868 50.62682568499675,10.07915978057777 50.75706551225301)
 094719454454 | Geisberger Forst                     | BOX(10.98670469615975 49.87676284396648,11.085138168113273 49.90816667284529)
 096710119119 | Geiselbach                           | BOX(9.158746843710224 50.09629078444259,9.22473231598709 50.14671360876581)
 073405006012 | Geiselberg                           | BOX(7.664765564773604 49.3150384920565,7.724160311413262 49.33880732377753)
 092780123123 | Geiselhöring                         | BOX(12.292175774231195 48.75818253698084,12.50394171091149 48.864588516333285)
 096750127127 | Geiselwind                           | BOX(10.419691381808123 49.741356949509445,10.554961756869854 49.823255618650556)
 091865156122 | Geisenfeld                           | BOX(11.53907549971269 48.63022641847683,11.71262027036408 48.74909032247121)
 160745007022 | Geisenhain                           | BOX(11.697230845436467 50.80362642039816,11.730632093854748 50.84204235056892)
 092740134134 | Geisenhausen                         | BOX(12.19431418562582 48.410675721720075,12.341788922881207 48.51494108466795)
 064390004004 | Geisenheim                           | BOX(7.883249798969209 49.97502987332068,7.992040067819261 50.09723619353088)
 072355001030 | Geisfeld                             | BOX(6.92920901617306 49.67740089373153,6.974420891525606 49.724164021582084)
 071415010046 | Geisig                               | BOX(7.77403070958111 50.24543588994155,7.804845945438349 50.27257842364012)
 083275003018 | Geisingen                            | BOX(8.586750280729612 47.846245774140634,8.71974753816685 47.961666741980046)
 160615009034 | Geisleden                            | BOX(10.16950637755665 51.32389307696851,10.234497352413877 51.38041141051392)
 084175002022 | Geislingen                           | BOX(8.733018176736701 48.257115857913824,8.831043965758262 48.335931283319084)
 081175004024 | Geislingen an der Steige             | BOX(9.730114036683885 48.5567218848706,9.945263759128377 48.67243352148136)
 160615014035 | Geismar                              | BOX(10.097907277110382 51.19064915736978,10.208781425861055 51.2476565305954)
 147290150150 | Geithain                             | BOX(12.622218588815326 50.98513685303702,12.744463959846657 51.10342872926754)
 130725260032 | Gelbensande                          | BOX(12.255672620088552 54.18250331015216,12.372845752327624 54.26087469417605)
 096795644135 | Gelchsheim                           | BOX(9.99223215035961 49.54679225408977,10.075780911186099 49.59727013525312)
 051540012012 | Geldern                              | BOX(6.200741916334497 51.46712868260346,6.42059400959999 51.57642099540597)
 096780132132 | Geldersheim                          | BOX(10.082448106157928 50.01960001910753,10.187406597187278 50.06269095409974)
 145210200200 | Gelenau/Erzgeb.                      | BOX(12.889646313590974 50.68883674258023,13.009649528601853 50.733671408074294)
 072335004212 | Gelenberg                            | BOX(6.848469117559536 50.283441336739386,6.888538556306197 50.303731351059284)
 094739453453 | Gellnhausen                          | BOX(10.772008714372964 50.3654553018007,10.801360480500689 50.38538423229654)
 064350010010 | Gelnhausen                           | BOX(9.111096119527653 50.16304576097694,9.27065326227699 50.24916535627717)
 055130000000 | Gelsenkirchen                        | BOX(6.987485679411425 51.4808380908705,7.145056865822037 51.63150936064454)
 091810122122 | Geltendorf                           | BOX(10.944389558409748 48.10372489814584,11.068599350518292 48.17307545867703)
 010595990112 | Gelting                              | BOX(9.869265718768537 54.71891438377189,9.942626616311527 54.77202770510792)
 010595915032 | Geltorf                              | BOX(9.591701275042382 54.44179728363135,9.641636683569867 54.47937107052791)
 071415007047 | Gemmerich                            | BOX(7.716212142625976 50.20543339915173,7.774838975220228 50.237839892499025)
 081255004034 | Gemmingen                            | BOX(8.9361756912424 49.126757604340455,9.01656261758384 49.179922440524294)
 081185001018 | Gemmrigheim                          | BOX(9.148069057984483 49.00496813911898,9.188917077155594 49.04969684253248)
 072325005041 | Gemünd                               | BOX(6.153522410256503 49.98041322737158,6.182324629484937 50.0021260035045)
 071405004041 | Gemünden                             | BOX(7.436197575785324 49.880819481818314,7.522398069349648 49.9129222461937)
 071435009224 | Gemünden                             | BOX(7.996563486927565 50.54214592736667,8.035465585542504 50.572646052441826)
 096770131131 | Gemünden a. Main                     | BOX(9.555514877605718 49.994541627473254,9.788154409458743 50.11273086616579)
 065350005005 | Gemünden (Felda)                     | BOX(9.00718370571441 50.63797261878223,9.150265385818093 50.730675611309884)
 066350012012 | Gemünden (Wohra)                     | BOX(8.870012645422351 50.93556074182393,9.036761779923284 51.01877132306905)
 097795725149 | Genderkingen                         | BOX(10.822078416461391 48.691390000613865,10.903942892092815 48.73066293807936)
 083175003034 | Gengenbach                           | BOX(7.969592375901074 48.35228922525382,8.097366486017284 48.456486369463136)
 073395008021 | Gensingen                            | BOX(7.912598082823414 49.8785668042118,7.958053504630902 49.91301717863562)
 150860040040 | Genthin                              | BOX(12.02715213643145 52.221239596410214,12.2729815072972 52.45922427400879)
 072325005042 | Gentingen                            | BOX(6.227022248275463 49.895631067852776,6.264256885765711 49.92136292500681)
 093745331123 | Georgenberg                          | BOX(12.345888911351818 49.67368203908555,12.485438840114114 49.74493859165412)
 095760121121 | Georgensgmünd                        | BOX(10.957939204984937 49.15325174452067,11.09996503732638 49.23920205987587)
 160675054092 | Georgenthal                          | BOX(10.541651216352864 50.792967917183596,10.742485383507853 50.92475066654965)
 034565402005 | Georgsdorf                           | BOX(7.021408590209771 52.543230013089314,7.108990312264145 52.6064674638468)
 034590019019 | Georgsmarienhütte                    | BOX(7.988476845540628 52.16750132842563,8.151548957753823 52.23996785173953)
 160520000000 | Gera                                 | BOX(11.997975122534724 50.79910894565205,12.169534513212453 50.97653048644481)
 081275004032 | Gerabronn                            | BOX(9.859348015245969 49.19238033498746,9.990520440815997 49.28717450971897)
 071345005028 | Gerach                               | BOX(7.330694218557189 49.74080202896543,7.36758609149667 49.75869760985191)
 094715401133 | Gerach                               | BOX(10.768030490205694 50.0169311578669,10.821131261172296 50.04739810953042)
 160700057057 | Geratal                              | BOX(10.743997560271303 50.661277143195576,10.877769869996278 50.82359188832287)
 092775240122 | Geratskirchen                        | BOX(12.607097422475498 48.33156711544441,12.69038197206267 48.36950803067177)
 073335007025 | Gerbach                              | BOX(7.8495621998191 49.66129117243275,7.90861683607466 49.697007198854884)
 160615008036 | Gerbershausen                        | BOX(9.956179797973471 51.31820613697728,10.011558921211234 51.35248454047763)
 096790136136 | Gerbrunn                             | BOX(9.974476897895375 49.77134949127489,10.033037971616054 49.790191071802305)
 150870165165 | Gerbstedt                            | BOX(11.510808650270205 51.56487256669738,11.763658134521911 51.66368090102894)
 033605405009 | Gerdau                               | BOX(10.321415083721787 52.870620382188775,10.48844339765958 52.9938691044268)
 120705006096 | Gerdshagen                           | BOX(12.171191949992355 53.20459611835794,12.270526678959419 53.272891919714404)
 091730126126 | Geretsried                           | BOX(11.41014159204132 47.84307124152925,11.516764381214795 47.901020237499594)
 073355001011 | Gerhardsbrunn                        | BOX(7.500422340542034 49.335514989051376,7.559745729977761 49.37437478163258)
 095755522125 | Gerhardshofen                        | BOX(10.657692398744048 49.58700809794421,10.775096594340319 49.640574662908826)
 071375002029 | Gering                               | BOX(7.237317195001419 50.25968296192675,7.270082683044572 50.280541267362494)
 145220190190 | Geringswalde                         | BOX(12.862953957149198 51.04253767871734,12.955590655397382 51.10550053062948)
 094759452452 | Gerlaser Forst                       | BOX(11.603031511768055 50.31031461940145,11.65213437674101 50.33577372013874)
 081180019019 | Gerlingen                            | BOX(9.03021972677674 48.75412440934217,9.088169227793113 48.81706439615613)
 097770130130 | Germaringen                          | BOX(10.639863537546466 47.900473007630126,10.727452940389616 47.981166561594954)
 091790123123 | Germering                            | BOX(11.306117991091652 48.10578453675143,11.41245077655534 48.15876455983468)
 073340007007 | Germersheim                          | BOX(8.339763973103974 49.176383281361964,8.405251527875885 49.256064248573146)
 160615006037 | Gernrode                             | BOX(10.365416012255587 51.37944924466241,10.444543592345816 51.40306562624489)
 082165004017 | Gernsbach                            | BOX(8.28011235800194 48.658003122094414,8.485198283877578 48.78684164528735)
 064330004004 | Gernsheim                            | BOX(8.448364901718074 49.71708926836482,8.562408706990157 49.78942210201855)
 096725606126 | Geroda                               | BOX(9.864386255295791 50.25831307427893,9.933620834224827 50.31432961196215)
 160755011029 | Geroda                               | BOX(11.873521160785698 50.75894603360214,11.920405507515706 50.78855783965085)
 094750128128 | Geroldsgrün                          | BOX(11.534685171801252 50.32167333000606,11.623774883060408 50.38557314917318)
 094759453453 | Geroldsgrüner Forst                  | BOX(11.528595685744442 50.300053686506025,11.597840542771818 50.36090031063188)
 096795650137 | Geroldshausen                        | BOX(9.854342592379634 49.664610015140475,9.92129910242527 49.697199268599846)
 095715509154 | Gerolfingen                          | BOX(10.484512747624404 49.02510444573359,10.541177835196317 49.07078659255124)
 091860125125 | Gerolsbach                           | BOX(11.29510839634866 48.442961365479704,11.418808017718598 48.54196353033594)
 073325007021 | Gerolsheim                           | BOX(8.248524236441094 49.53622397979342,8.284191814610638 49.5583230428305)
 072335006026 | Gerolstein                           | BOX(6.561256371174876 50.15620357356741,6.739579330669579 50.26401583489187)
 096785642134 | Gerolzhofen                          | BOX(10.309412281585344 49.88022832102762,10.41266517284147 49.92506695778482)
 145240070070 | Gersdorf                             | BOX(12.682073029775925 50.73861112548754,12.727633660088955 50.78183037771181)
 066310010010 | Gersfeld (Rhön)                      | BOX(9.801032925744975 50.397473954824065,9.997459909974511 50.50308160647193)
 100450113113 | Gersheim                             | BOX(7.15905884221535 49.114907328609604,7.310210270497675 49.19459141647963)
 034545405015 | Gersten                              | BOX(7.430703727605592 52.560618911029536,7.539381964395537 52.617320178409194)
 160775004007 | Gerstenberg                          | BOX(12.415545985501488 51.0234305592392,12.454404897994845 51.04320832243705)
 160635056033 | Gerstengrund                         | BOX(10.032228833958053 50.68150735182641,10.068629397298535 50.710703154438725)
 081350015015 | Gerstetten                           | BOX(9.920062671622565 48.56675439559043,10.180081372557185 48.667997813825444)
 097720147147 | Gersthofen                           | BOX(10.737375981603863 48.40393023323326,10.890204707445548 48.46122382798903)
 160630097097 | Gerstungen                           | BOX(10.019131435301022 50.86486739164278,10.337650850534011 51.013154283556545)
 120735305201 | Gerswalde                            | BOX(13.650111006472411 53.0898213910171,13.853679315482918 53.230978066591355)
 160755005031 | Gertewitz                            | BOX(11.627354669007575 50.662286281059686,11.664881773227956 50.68736534677664)
 092745223135 | Gerzen                               | BOX(12.350315915784574 48.47014854606218,12.447177891678551 48.52365519826297)
 095729456456 | Geschaidt                            | BOX(11.132344743669496 49.51095541771372,11.19739995257337 49.55192653192832)
 010605086024 | Geschendorf                          | BOX(10.418837719971192 53.9059010290541,10.470954056808612 53.932674597973346)
 055540016016 | Gescher                              | BOX(6.925620366750297 51.883643934072,7.090124831527258 52.00501363425832)
 094725414140 | Gesees                               | BOX(11.514930577802755 49.86973149160195,11.567815491725904 49.92247758689483)
 059740020020 | Geseke                               | BOX(8.409717697588494 51.568362584034396,8.585998601497332 51.688519110495236)
 095715501155 | Geslau                               | BOX(10.248743136123728 49.33062746482045,10.37349408324981 49.394262115055355)
 097725708148 | Gessertshausen                       | BOX(10.668172219589067 48.257872287406634,10.760813182216083 48.36009923818459)
 097765737112 | Gestratz                             | BOX(9.963143416597775 47.631772609402994,10.031169787823599 47.68366049006832)
 034565404006 | Getelo                               | BOX(6.74480459012883 52.45933151806709,6.86912418246629 52.49305884515634)
 010585824058 | Gettorf                              | BOX(9.943942998022353 54.39453944965199,10.01610646568056 54.4279772251636)
 059540012012 | Gevelsberg                           | BOX(7.298138904121677 51.30356100431896,7.396105863742459 51.366410641900416)
 071355003034 | Gevenich                             | BOX(7.035109106507496 50.13871051834364,7.103081274113341 50.16598090678121)
 031545402006 | Gevensleben                          | BOX(10.792562305411009 52.04774864985524,10.854640719061127 52.102602964619905)
 145215110210 | Geyer                                | BOX(12.861202007849753 50.60677728504618,12.944617211597501 50.65201497195026)
 031519501501 | Giebel                               | BOX(10.872524948230968 52.49527767297571,10.959188617592368 52.53806559049486)
 096795648138 | Giebelstadt                          | BOX(9.877225035374543 49.59528034721266,9.988538363409594 49.69387890195177)
 031595402014 | Gieboldehausen                       | BOX(10.16343868557114 51.58140654272887,10.246799165352428 51.632501616330856)
 010575727021 | Giekau                               | BOX(10.428337616905363 54.24921905434621,10.563961160182844 54.34465950583043)
 071325010040 | Gieleroth                            | BOX(7.643125505850974 50.647272691953006,7.702500979887133 50.67952278171568)
 072315006035 | Gielert                              | BOX(6.972974742956041 49.76431739133884,7.013163037587746 49.791011025682074)
 130715153039 | Gielow                               | BOX(12.709141300464989 53.63392066931428,12.794578265056092 53.71815869901104)
 081355001016 | Giengen an der Brenz                 | BOX(10.168599017753593 48.56935274295644,10.323094951504467 48.66488361719429)
 071375002030 | Gierschnach                          | BOX(7.321150442768915 50.252310725000946,7.365330734153374 50.2735867367693)
 071325010041 | Giershausen                          | BOX(7.533005551560771 50.67139623706204,7.558919349289677 50.68887182439811)
 150895052130 | Giersleben                           | BOX(11.482359473749105 51.748275009099096,11.595830980934817 51.816342611166526)
 160675012026 | Gierstädt                            | BOX(10.802794725827633 51.0279515023815,10.872791695347253 51.06110502764839)
 072325006224 | Giesdorf                             | BOX(6.434684576599659 50.166775034291376,6.477429551733334 50.1898391703185)
 032540017017 | Giesen                               | BOX(9.848660700635076 52.15868513474807,9.947991789671564 52.2381004210882)
 071435002225 | Giesenhausen                         | BOX(7.695758060961607 50.68946277260163,7.737327115012868 50.71598880607727)
 010535358033 | Giesensdorf                          | BOX(10.69572057100372 53.67466597806672,10.727970364349659 53.69951664809811)
 065310005005 | Gießen                               | BOX(8.55652848008912 50.52522887047313,8.764033626025912 50.635369569286524)
 031510009009 | Gifhorn                              | BOX(10.424121002250192 52.44598896408117,10.627021440595284 52.569695879328926)
 091880121121 | Gilching                             | BOX(11.209298112312633 48.08674620444081,11.34848759153419 48.13622017281806)
 071355003035 | Gillenbeuren                         | BOX(6.990703944706009 50.14120043632148,7.043603712534735 50.16198191815705)
 072335001027 | Gillenfeld                           | BOX(6.865949487037287 50.10103038588188,6.956880406599067 50.14727473848914)
 066340006006 | Gilserberg                           | BOX(8.972673655430272 50.90281264503447,9.156946422981711 51.000243760853486)
 033585403010 | Gilten                               | BOX(9.480721920098736 52.65982078680352,9.602221622863055 52.727060752755975)
 072325005225 | Gilzem                               | BOX(6.507229919066376 49.857750624746686,6.543057477370487 49.88350099113392)
 073315002034 | Gimbsheim                            | BOX(8.349055084567267 49.74412985806606,8.41755023750213 49.803674889985835)
 071345002029 | Gimbweiler                           | BOX(7.171098541141414 49.57566152688865,7.215558141875396 49.60506041173639)
 072325008043 | Gindorf                              | BOX(6.623720992970559 49.99921449015689,6.6676410180566 50.02850833231746)
 081175006025 | Gingen an der Fils                   | BOX(9.741220924016018 48.64036010466386,9.810804211655718 48.672809891821494)
 130735362028 | Gingst                               | BOX(13.202049534613938 54.421881735833814,13.30058580213065 54.478823942804695)
 064330005005 | Ginsheim-Gustavsburg                 | BOX(8.288245049957816 49.933572404068784,8.374623604036925 50.00194930519886)
 073365008029 | Ginsweiler                           | BOX(7.632516732564397 49.63092332455118,7.659355445285031 49.66058867097976)
 072315008036 | Gipperath                            | BOX(6.842609435063093 50.031469537659014,6.876443673405928 50.057291602720916)
 071435009226 | Girkenroth                           | BOX(7.956700861400932 50.511461090891686,7.996302350212881 50.52762541736593)
 071435004021 | Girod                                | BOX(7.86889681196982 50.422179885651744,7.940474164075864 50.46830532785719)
 072315008037 | Gladbach                             | BOX(6.760881636465675 49.922874793533104,6.799977450992522 49.94584804719308)
 055620014014 | Gladbeck                             | BOX(6.919513622709956 51.53272858811491,7.031642922024059 51.62356924822599)
 065340010010 | Gladenbach                           | BOX(8.505154726622997 50.72992540672241,8.651823813730156 50.82751805741861)
 073365008030 | Glanbrücken                          | BOX(7.505618678476181 49.59566201142514,7.544165236070866 49.62758343153637)
 034590034034 | Glandorf                             | BOX(7.885159166201657 52.035510015698065,8.061394028214373 52.116430648712935)
 073365009031 | Glan-Münchweiler                     | BOX(7.414405645593106 49.45078458382498,7.461674045119549 49.48277259636552)
 010605086025 | Glasau                               | BOX(10.484637469706364 54.01717187488584,10.563627487811527 54.07269241737713)
 160615009039 | Glasehausen                          | BOX(10.13975728286403 51.42806435312084,10.173520281683425 51.447144388638876)
 130725255033 | Glasewitz                            | BOX(12.244117633524588 53.789909794783206,12.330879226424969 53.8342083474817)
 146280130130 | Glashütte                            | BOX(13.667518829008412 50.80567585375823,13.828986015794236 50.93287935611326)
 064340003003 | Glashütten                           | BOX(8.35242697946055 50.17665255980996,8.451878765923073 50.25886748100298)
 094725413141 | Glashütten                           | BOX(11.42443209228175 49.87794301755498,11.462588416339434 49.903085274276016)
 094729456456 | Glashüttener Forst                   | BOX(11.43109094992054 49.85965523196244,11.495936753957762 49.88511993364037)
