"adv_id","beginnt","land","regierungsbezirk","kreis","gemeinde","gemarkungsnummer","flurnummer","nenner","zaehler","abweichender_rechtszustand","wkt_geometry"
"DESHPDHK00035RxT","2020-10-02T11:19:04Z","01","0","54","093","1559","13","1","8","false","Polygon((484245.71 6059425.831,484251.658 6059414.235,484258.055 6059403.08,484296.377 6059336.954,484304.024 6059323.779,484317.048 6059300.548,484349.164 6059255.714,484351.883 6059254.634,484355.541 6059253.175,484352.842 6059256.564,484324.805 6059306.725,484324.565 6059306.585,484318.938 6059316.532,484309.672 6059335.765,484308.063 6059339.103,484305.094 6059347.55,484306.124 6059348.17,484302.176 6059358.756,484299.737 6059365.294,484299.507 6059365.923,484283.945 6059407.628,484276.538 6059422.352,484269.571 6059437.307,484265.113 6059447.423,484260.265 6059445.594,484258.376 6059444.954,484256.887 6059444.434,484241.292 6059439.026,484245.71 6059425.831))"
"DESHPDHK00035RxU","2018-01-29T09:16:48Z","01","0","54","093","1559","13","","18","false","Polygon((486030.841 6059474.005,485893.091 6059627.289,485891.612 6059628.929,485866.123 6059657.339,485864.104 6059656.759,485625.371 6059637.274,485459.058 6059624.974,485305.54 6059614.092,485297.423 6059612.863,485290.596 6059610.734,485284.048 6059606.925,485135.543 6059456.19,484997.933 6059313.209,484984.957 6059296.105,484983.517 6059294.695,484981.698 6059293.706,484979.089 6059293.666,484976.45 6059294.635,484963.715 6059281.62,484964.704 6059278.671,484964.274 6059275.612,484962.245 6059273.173,484648.594 6058961.475,484800.163 6058811.022,484957.868 6058654.922,485115.562 6058498.453,485273.248 6058342.053,485430.985 6058185.85,485588.482 6058029.795,485734.909 6057885.335,485762.228 6057859.904,485793.905 6057832.734,485833.028 6057802.014,485863.806 6057780.132,485889.495 6057763.037,485918.063 6057745.443,485947.941 6057728.159,485979.658 6057711.594,486013.484 6057695.409,486100.107 6057657.083,486302.688 6057567.795,486508.388 6057477.316,486717.665 6057385.557,486941.436 6057287.119,487152.267 6057194.218,487246.957 6057152.624,487258.483 6057148.495,487279.774 6057140.865,487310.171 6057132.206,487333.882 6057127.285,487370.567 6057124.633,487415.21 6057128.237,487479.855 6057146.306,487528.618 6057172.023,487568.504 6057202.989,487601.653 6057239.145,487634.933 6057281.239,487683.368 6057343.775,487677.437 6057446.963,487680.028 6057489.209,487678.33 6057513.381,487673.016 6057567.355,487667.525 6057681.679,487674.203 6057681.758,487664.887 6057842.218,487658.431 6057876.877,487613.768 6057871.97,487539.605 6057863.906,487511.216 6057864.547,487484.527 6057872.196,487463.965 6057883.163,487452.7 6057891.401,487441.615 6057901.668,487389.578 6057959.46,487327.815 6058028.128,487181.455 6058190.652,487154.568 6058218.902,487145.732 6058224.141,487117.206 6058256.02,487112.269 6058267.695,487010.929 6058380.856,486860.875 6058547.255,486731.959 6058692.682,486596.335 6058844.707,486554.885 6058891.111,486467.557 6058988.576,486410.782 6059051.833,486366.021 6059101.705,486197.212 6059289.655,486030.841 6059474.005))"
"DESHPDHK00035RxV","2020-10-02T11:19:04Z","01","0","54","093","1559","13","","19","false","Polygon((487518.405 6057886.42,487510.518 6057887.749,487498.792 6057891.029,487485.988 6057896.498,487476.571 6057901.626,487469.494 6057907.235,487463.697 6057913.013,487412.32 6057970.056,487366.49 6058020.95,487326.589 6058065.174,487299.452 6058095.244,487199.48 6058206.775,487158.699 6058252.37,487153.992 6058257.638,487122.407 6058292.936,487029.114 6058397.25,486908.944 6058531.131,486879.069 6058563.659,486799.059 6058651.697,486748.594 6058707.687,486734.691 6058723.411,486729.623 6058729.019,486726.655 6058732.308,486612.27 6058859.132,486570.57 6058905.205,486482.872 6059002.34,486381.486 6059115.599,486325.699 6059178.166,486320.342 6059184.264,486212.497 6059303.3,486128.312 6059396.974,486097.985 6059431.531,486047.096 6059488.519,485891.723 6059660.227,485893.522 6059665.785,485881.587 6059664.046,485877.879 6059661.907,485876.309 6059661.007,485873.78 6059659.548,485866.123 6059657.339,485891.612 6059628.929,485893.091 6059627.289,486030.841 6059474.005,486197.212 6059289.655,486366.021 6059101.705,486410.782 6059051.833,486467.557 6058988.576,486554.885 6058891.111,486596.335 6058844.707,486731.959 6058692.682,486860.875 6058547.255,487010.929 6058380.856,487112.269 6058267.695,487117.206 6058256.02,487145.732 6058224.141,487154.568 6058218.902,487181.455 6058190.652,487327.815 6058028.128,487389.578 6057959.46,487441.615 6057901.668,487452.7 6057891.401,487463.965 6057883.163,487484.527 6057872.196,487511.216 6057864.547,487539.605 6057863.906,487613.768 6057871.97,487658.431 6057876.877,487657.132 6057883.895,487656.523 6057887.154,487656.383 6057887.933,487656.243 6057888.663,487655.703 6057891.552,487654.144 6057899.94,487528.481 6057886.289,487518.405 6057886.42))"
"DESHPDHK00035RxW","2020-09-17T10:45:22Z","01","0","54","093","1559","13","","26","false","Polygon((484237.964 6059449.162,484233.007 6059464.057,484228.428 6059462.537,484233.406 6059447.653,484237.964 6059449.162))"
"DESHPDHK00035RxX","2020-10-02T11:19:04Z","01","0","54","093","1559","13","","27","false","Polygon((484240.463 6059441.585,484241.292 6059439.026,484256.887 6059444.434,484258.376 6059444.954,484260.265 6059445.594,484265.113 6059447.423,484264.304 6059449.922,484262.155 6059456.59,484257.058 6059472.054,484253.189 6059470.764,484248.671 6059469.265,484233.007 6059464.057,484237.964 6059449.162,484240.463 6059441.585))"
"DESHPDHK00035RxY","2020-10-02T11:19:04Z","01","0","54","093","1559","13","","1","false","Polygon((485290.596 6059610.734,485297.423 6059612.863,485305.54 6059614.092,485459.058 6059624.974,485625.371 6059637.274,485864.104 6059656.759,485866.123 6059657.339,485873.78 6059659.548,485876.309 6059661.007,485877.879 6059661.907,485881.587 6059664.046,485893.522 6059665.785,485889.994 6059671.233,485889.024 6059672.722,485885.336 6059678.43,485874.61 6059675.741,485864.174 6059669.944,485624.152 6059652.209,485457.819 6059640.118,485301.472 6059628.177,485292.306 6059626.698,485283.429 6059623.899,485290.596 6059610.734))"
"DESHPDHK00035RxZ","2011-06-03T17:50:20Z","01","0","54","093","1559","13","","42","false","Polygon((484009.869 6059323.041,484070.286 6059343.562,484105.942 6059355.978,484108.611 6059360.326,484109.202 6059373.691,484101.015 6059374.65,484100.155 6059368.663,484098.925 6059364.344,484096.036 6059362.565,484013.258 6059334.686,484008.439 6059334.636,483992.336 6059342.613,483986.688 6059343.933,483981.47 6059340.724,483982.469 6059335.386,483999.183 6059327.689,484009.869 6059323.041))"
"DESHPDHK00035Rxh","2020-09-10T12:20:06Z","01","0","54","093","1559","12","1","26","false","Polygon((486736.251 6058732.427,486687.835 6058786.148,486636.46 6058843.857,486582.386 6058904.595,486577.658 6058909.264,486495.447 6059000.781,486477.565 6059020.694,486465.46 6059034.169,486399.658 6059107.582,486394.011 6059113.87,486331.108 6059183.884,486326.609 6059188.912,486232.509 6059293.293,486132.451 6059404.721,486057.462 6059488.069,486052.944 6059493.277,486028.164 6059520.997,485906.947 6059656.588,485904.678 6059665.654,485903.338 6059666.584,485899.52 6059667.734,485899.168 6059667.708,485898.168 6059667.632,485897.131 6059667.554,485893.522 6059665.785,485891.723 6059660.227,486047.096 6059488.519,486097.985 6059431.531,486128.312 6059396.974,486212.497 6059303.3,486320.342 6059184.264,486325.699 6059178.166,486381.486 6059115.599,486482.872 6059002.34,486570.57 6058905.205,486612.27 6058859.132,486726.655 6058732.308,486729.623 6058729.019,486736.251 6058732.427))"
"DESHPDHK00035Rxk","2023-06-28T13:52:42Z","01","0","54","093","1559","12","3","26","false","Polygon((487303.061 6058101.591,487297.044 6058107.19,487231.035 6058180.484,487190.315 6058225.419,487164.337 6058254.089,487159.46 6058260.716,487158.699 6058252.37,487199.48 6058206.775,487299.452 6058095.244,487306.619 6058092.645,487468.019 6058112.622,487503.166 6058117.119,487590.194 6058128.242,487598.341 6058129.631,487603.249 6058131.19,487609.677 6058132.269,487609.424 6058134.133,487609.137 6058136.248,487606.044 6058136.058,487600.19 6058135.698,487467.57 6058119.369,487316.066 6058099.912,487308.679 6058099.492,487303.061 6058101.591))"
"DESHPDHK00035Rxq","2020-09-10T12:20:06Z","01","0","54","093","1559","12","","1","false","Polygon((486126.863 6059696.459,486314.185 6059710.055,486449.206 6059719.952,486626.011 6059732.547,486824.579 6059746.813,487032.432 6059761.987,487245.586 6059777.97,487441.688 6059792.205,487406.664 6059827.164,487347.608 6059822.809,487315.301 6059820.421,487301.696 6059819.422,487289.121 6059818.493,487155.385 6059808.643,487109.093 6059805.237,487060.613 6059801.671,487047.518 6059800.702,487034.433 6059799.733,487020.449 6059798.704,486857.409 6059786.688,486698.946 6059775.002,486686.961 6059774.122,486674.425 6059773.203,486552.39 6059764.195,486326.532 6059747.541,486282.638 6059744.302,486269.363 6059743.322,486256.447 6059742.372,486136.991 6059733.555,486090.028 6059730.096,485986.156 6059722.44,485895.69 6059715.774,485894.529 6059715.688,485893.627 6059715.622,485835.378 6059711.329,485885.336 6059678.43,486126.863 6059696.459))"
"DESHPDHK00035Rxr","2020-10-02T11:19:04Z","01","0","54","093","1559","12","","2","false","Polygon((485932.367 6059667.792,485936.865 6059669.512,486112.388 6059683.195,486127.753 6059684.394,486315.034 6059698.499,486386.568 6059703.897,486410.849 6059705.727,486450.035 6059708.686,486584.426 6059718.642,486623.431 6059721.352,486626.81 6059721.582,486825.328 6059736.547,487033.161 6059751.94,487246.346 6059767.604,487442.467 6059781.539,487442.087 6059786.747,487442.037 6059787.417,487441.688 6059792.205,487245.586 6059777.97,487032.432 6059761.987,486824.579 6059746.813,486626.011 6059732.547,486449.206 6059719.952,486314.185 6059710.055,486126.863 6059696.459,485885.336 6059678.43,485889.024 6059672.722,485889.994 6059671.233,485893.522 6059665.785,485897.131 6059667.554,485898.168 6059667.632,485899.168 6059667.708,485899.52 6059667.734,485903.338 6059666.584,485904.678 6059665.654,485906.947 6059656.588,485932.367 6059667.792))"
"DESHPDHK00035Ry0","2020-07-15T07:36:04Z","01","0","54","093","1559","13","","61","false","Polygon((484536.212 6059295.608,484482.22 6059463.178,484352.41 6059456.44,484355.988 6059445.284,484361.045 6059425.981,484345.93 6059404.389,484365.063 6059397.902,484376.078 6059393.013,484383.735 6059388.575,484394.241 6059380.458,484398.909 6059375.82,484403.857 6059369.572,484411.893 6059357.716,484417.94 6059336.694,484418.48 6059334.804,484418.48 6059334.495,484418.549 6059326.887,484418.619 6059317.911,484419.438 6059312.083,484417.459 6059303.596,484419.168 6059298.838,484418.598 6059291.95,484419.147 6059286.462,484423.545 6059272.597,484425.374 6059269.158,484429.442 6059259.412,484429.842 6059251.815,484428.372 6059243.468,484423.613 6059227.074,484536.212 6059295.608))"
"DESHPDHK00035Ry1","2019-12-12T13:13:17Z","01","0","54","093","1559","13","","43","false","Polygon((484151.235 6059375.69,484148.966 6059377.689,484146.458 6059386.366,484146.198 6059388.295,484140.67 6059388.525,484127.595 6059389.055,484124.596 6059389.495,484102.745 6059392.753,484102.644 6059392.1,484101.135 6059382.357,484099.955 6059374.78,484101.015 6059374.65,484109.202 6059373.691,484130.023 6059371.232,484157.712 6059367.953,484151.235 6059375.69))"
"DESHPDHK00035Ry2","2020-09-10T12:19:58Z","01","0","54","093","1559","13","","44","false","Polygon((484170.909 6059421.503,484173.292 6059422.304,484210.814 6059434.908,484213.913 6059436.427,484214.657 6059436.974,484216.482 6059438.316,484219.591 6059441.665,484222.82 6059444.164,484227.357 6059445.659,484233.406 6059447.653,484228.428 6059462.537,484222.332 6059460.552,484219.922 6059459.768,484132.884 6059430.419,484113.942 6059424.031,484124.596 6059389.495,484127.595 6059389.055,484140.67 6059388.525,484146.198 6059388.295,484145.848 6059390.874,484145.888 6059394.673,484146.288 6059398.441,484147.528 6059403,484149.787 6059407.168,484152.586 6059410.937,484155.445 6059413.805,484158.544 6059416.195,484161.443 6059417.874,484165.691 6059419.703,484166.421 6059417.594,484171.629 6059419.393,484170.909 6059421.503))"
"DESHPDHK00035Ry3","2011-06-03T17:50:20Z","01","0","54","093","1559","13","","63","false","Polygon((484798.923 6059133.321,484947.151 6059288.638,484948.801 6059290.117,484950.78 6059290.847,484952.759 6059290.827,484955.368 6059289.877,484968.134 6059302.863,484967.174 6059304.772,484966.894 6059307.061,484967.604 6059309.301,484969.184 6059311.22,484986.687 6059324.286,485126.497 6059465.097,485283.429 6059623.899,485272.366 6059672.453,485184.351 6059665.279,485140.559 6059661.711,485000.645 6059631.896,484877.381 6059605.612,484759.836 6059580.559,484689.983 6059565.664,484496.976 6059524.526,484395.655 6059502.933,484268.873 6059475.912,484273.821 6059460.748,484276.779 6059461.168,484279.728 6059461.188,484282.637 6059460.818,484285.486 6059460.028,484288.195 6059458.819,484290.604 6059457.189,484292.543 6059455.06,484294.132 6059450.882,484296.631 6059451.122,484314.794 6059452.851,484338.615 6059455.12,484352.41 6059456.44,484482.22 6059463.178,484536.212 6059295.608,484423.613 6059227.074,484425.782 6059214.708,484425.462 6059204.702,484429.44 6059196.415,484433.828 6059189.777,484442.224 6059177.091,484456.438 6059157.908,484467.293 6059144.423,484480.478 6059129.418,484491.683 6059117.462,484520.75 6059087.942,484638.849 6058971.142,484798.923 6059133.321))"
"DESHPDHK00035Ry4","2020-10-02T11:19:04Z","01","0","54","093","1559","13","","45","false","Polygon((484233.406 6059447.653,484227.357 6059445.659,484222.82 6059444.164,484219.591 6059441.665,484216.482 6059438.316,484214.657 6059436.974,484213.913 6059436.427,484210.814 6059434.908,484173.292 6059422.304,484170.909 6059421.503,484171.629 6059419.393,484166.421 6059417.594,484165.691 6059419.703,484161.443 6059417.874,484158.544 6059416.195,484155.445 6059413.805,484152.586 6059410.937,484149.787 6059407.168,484147.528 6059403,484146.288 6059398.441,484145.888 6059394.673,484145.848 6059390.874,484146.198 6059388.295,484146.458 6059386.366,484148.966 6059377.689,484151.235 6059375.69,484157.712 6059367.953,484209.53 6059306.106,484264.166 6059240.76,484338.954 6059152.802,484369.061 6059117.504,484498.504 6058974.954,484544.623 6058931.39,484566.653 6058911.208,484578.908 6058900.372,484584.416 6058905.919,484587.705 6058909.228,484630.691 6058952.55,484633.799 6058954.099,484554.215 6059033.131,484495.62 6059091.391,484483.535 6059103.537,484475.679 6059111.735,484467.902 6059120.142,484460.305 6059128.599,484452.799 6059137.326,484445.582 6059146.073,484436.996 6059157.359,484424.561 6059174.763,484422.502 6059173.203,484409.638 6059192.506,484389.317 6059225.575,484384.449 6059229.253,484377.382 6059231.083,484361.558 6059234.901,484356.61 6059238.19,484352.722 6059241.889,484350.972 6059243.848,484345.955 6059251.086,484315.608 6059293.58,484315.048 6059294.36,484314.769 6059294.88,484312.579 6059298.059,484309.991 6059301.827,484305.143 6059308.855,484300.635 6059315.852,484294.668 6059326.098,484282.203 6059348.12,484273.146 6059364.069,484272.048 6059366.003,484262.872 6059381.578,484254.276 6059395.602,484246.359 6059408.518,484233.406 6059447.653))"
"DESHPDHK00035Ry5","2011-06-03T17:50:20Z","01","0","54","093","1559","13","","64","false","Polygon((484369.226 6059254.704,484370.485 6059255.654,484371.545 6059260.122,484370.965 6059264.74,484348.546 6059302.277,484369.916 6059264.91,484371.055 6059262.141,484371.095 6059259.152,484370.205 6059256.303,484369.226 6059254.704))"
"DESHPDHK00035Ry6","2020-10-02T11:19:04Z","01","0","54","093","1559","13","","47","false","Polygon((485657.711 6057939.647,485714.787 6057883.257,485731.27 6057867.263,485743.755 6057855.497,485756.559 6057844.111,485778.37 6057825.337,485791.905 6057814.181,485803.09 6057805.234,485816.474 6057794.838,485828.16 6057786.111,485844.533 6057774.354,485856.328 6057766.167,485881.418 6057749.343,485880.498 6057747.144,485880.308 6057746.744,485880.428 6057746.664,485893.043 6057739.396,485894.292 6057741.206,485916.563 6057727.84,485926.689 6057721.942,485939.204 6057714.974,485952.029 6057708.126,485962.195 6057702.898,485977.849 6057695.13,485998.55 6057685.293,486019.451 6057675.877,486095.298 6057642.269,486296.4 6057553.37,486502 6057462.772,486515.104 6057456.964,486514.074 6057454.465,486513.824 6057453.875,486549.968 6057437.87,486550.358 6057438.57,486551.658 6057440.929,486711.387 6057370.832,486885.06 6057294.607,486884.42 6057293.207,486884.24 6057292.828,486884.04 6057292.388,486883.94 6057292.198,486882.631 6057289.339,486893.086 6057284.53,486894.616 6057287.499,486894.776 6057287.829,486895.765 6057289.808,486934.478 6057272.644,487144.799 6057180.094,487251.724 6057133.05,487258.483 6057148.495,487246.957 6057152.624,487152.267 6057194.218,486941.436 6057287.119,486717.665 6057385.557,486508.388 6057477.316,486302.688 6057567.795,486100.107 6057657.083,486013.484 6057695.409,485979.658 6057711.594,485947.941 6057728.159,485918.063 6057745.443,485889.495 6057763.037,485863.806 6057780.132,485833.028 6057802.014,485793.905 6057832.734,485762.228 6057859.904,485734.909 6057885.335,485588.482 6058029.795,485430.985 6058185.85,485273.248 6058342.053,485115.562 6058498.453,484957.868 6058654.922,484800.163 6058811.022,484648.594 6058961.475,484633.799 6058954.099,484637.878 6058950.05,484718.95 6058869.681,484787.758 6058801.606,484876.815 6058713.28,484948.53 6058642.127,484946.871 6058639.818,484955.077 6058631.631,484957.516 6058633.411,485038.007 6058553.632,485103.966 6058488.267,485205.928 6058387.336,485261.592 6058332.027,485307.44 6058286.604,485305.071 6058284.035,485304.741 6058283.685,485333.738 6058254.835,485334.248 6058255.275,485336.837 6058257.514,485372.71 6058221.947,485419.478 6058175.534,485596.687 6057999.996,485657.711 6057939.647))"
"DESHPDHK00035Ry7","2011-06-03T17:50:20Z","01","0","54","093","1559","13","","65","false","Polygon((484355.541 6059253.175,484359.719 6059251.535,484364.997 6059251.505,484369.226 6059254.704,484370.205 6059256.303,484371.095 6059259.152,484371.055 6059262.141,484369.916 6059264.91,484348.546 6059302.277,484345.147 6059307.965,484340.849 6059315.162,484340.339 6059316.012,484339.899 6059315.752,484324.805 6059306.725,484352.842 6059256.564,484355.541 6059253.175))"
"DESHPDHK00035Ry8","2020-10-02T11:19:04Z","01","0","54","093","1559","13","","48","false","Polygon((484946.871 6058639.818,484948.53 6058642.127,484876.815 6058713.28,484787.758 6058801.606,484718.95 6058869.681,484637.878 6058950.05,484633.799 6058954.099,484630.691 6058952.55,484587.705 6058909.228,484584.416 6058905.919,484578.908 6058900.372,484659.88 6058828.688,484704.54 6058784.165,484761.643 6058727.717,484903.774 6058586.871,485044.666 6058447.225,485085.297 6058407.41,485159.442 6058333.748,485163.28 6058326.821,485164.119 6058318.994,485162.389 6058309.718,485163.358 6058304.58,485172.294 6058296.133,485217.623 6058249.96,485226.729 6058245.102,485245.351 6058242.083,485257.086 6058236.734,485302.645 6058191.901,485331.102 6058163.831,485470.777 6058025.351,485612.856 6057884.76,485647.242 6057850.682,485674.121 6057824.351,485694.932 6057804.558,485720.061 6057782.116,485759.135 6057749.987,485774.819 6057738.001,485795.61 6057722.666,485825.738 6057701.883,485863.532 6057677.331,485925.787 6057642.033,485942.6 6057633.415,485961.402 6057624.098,486013.971 6057600.676,486091.887 6057566.618,486125.822 6057551.743,486196.781 6057520.314,486312.48 6057469.752,486466.592 6057402.005,486540.759 6057369.156,486569.807 6057356.35,486576.753 6057350.572,486582.531 6057344.874,486585.259 6057341.535,486597.783 6057322.662,486602.491 6057317.094,486607.978 6057312.196,486614.506 6057307.927,486648.88 6057291.133,486663.264 6057284.315,486685.674 6057273.619,486736.821 6057251.116,486772.345 6057235.061,486874.22 6057188.086,486932.763 6057161.544,486936.242 6057160.425,486940.81 6057161.284,486945.928 6057164.383,486949.127 6057165.742,486953.145 6057165.412,486989.909 6057150.277,486997.515 6057147.968,487005.002 6057147.048,487036.58 6057148.094,487042.198 6057147.914,487047.076 6057147.124,487086.509 6057130.046,487114.937 6057117.618,487220.633 6057071.395,487223.982 6057069.685,487224.072 6057069.885,487226.911 6057076.382,487228.151 6057079.221,487243.207 6057113.608,487244.416 6057116.367,487249.735 6057128.512,487251.724 6057133.05,487144.799 6057180.094,486934.478 6057272.644,486895.765 6057289.808,486894.776 6057287.829,486894.616 6057287.499,486893.086 6057284.53,486882.631 6057289.339,486883.94 6057292.198,486884.04 6057292.388,486884.24 6057292.828,486884.42 6057293.207,486885.06 6057294.607,486711.387 6057370.832,486551.658 6057440.929,486550.358 6057438.57,486549.968 6057437.87,486513.824 6057453.875,486514.074 6057454.465,486515.104 6057456.964,486502 6057462.772,486296.4 6057553.37,486095.298 6057642.269,486019.451 6057675.877,485998.55 6057685.293,485977.849 6057695.13,485962.195 6057702.898,485952.029 6057708.126,485939.204 6057714.974,485926.689 6057721.942,485916.563 6057727.84,485894.292 6057741.206,485893.043 6057739.396,485880.428 6057746.664,485880.308 6057746.744,485880.498 6057747.144,485881.418 6057749.343,485856.328 6057766.167,485844.533 6057774.354,485828.16 6057786.111,485816.474 6057794.838,485803.09 6057805.234,485791.905 6057814.181,485778.37 6057825.337,485756.559 6057844.111,485743.755 6057855.497,485731.27 6057867.263,485714.787 6057883.257,485657.711 6057939.647,485596.687 6057999.996,485419.478 6058175.534,485372.71 6058221.947,485336.837 6058257.514,485334.248 6058255.275,485333.738 6058254.835,485304.741 6058283.685,485305.071 6058284.035,485307.44 6058286.604,485261.592 6058332.027,485205.928 6058387.336,485103.966 6058488.267,485038.007 6058553.632,484957.516 6058633.411,484955.077 6058631.631,484946.871 6058639.818))"
"DESHPDHK00035Ry9","2020-06-29T08:04:58Z","01","0","54","093","1559","13","","69","false","Polygon((484307.694 6059370.352,484317.08 6059354.737,484317.34 6059354.897,484317.51 6059354.997,484340.749 6059316.262,484340.549 6059316.142,484340.339 6059316.012,484340.849 6059315.162,484345.147 6059307.965,484348.546 6059302.277,484370.965 6059264.74,484371.545 6059260.122,484370.485 6059255.654,484369.226 6059254.704,484364.997 6059251.505,484365.677 6059250.356,484366.497 6059249.026,484367.786 6059246.907,484368.756 6059247.467,484370.305 6059248.736,484371.615 6059250.256,484372.764 6059251.895,484373.224 6059252.785,484376.913 6059260.682,484378.243 6059263.441,484379.922 6059265.98,484381.891 6059268.249,484383.981 6059270.068,484384.161 6059270.228,484386.76 6059271.758,484389.519 6059272.917,484393.517 6059285.283,484397.436 6059297.388,484399.576 6059310.993,484399.726 6059320.43,484399.387 6059324.408,484395.159 6059340.572,484391.99 6059347.69,484387.922 6059354.327,484381.345 6059363.294,484374.998 6059369.812,484368.7 6059375.6,484362.713 6059378.889,484355.796 6059382.687,484341.312 6059387.525,484328.497 6059391.244,484320.14 6059393.663,484313.123 6059396.232,484303.307 6059401.82,484297.03 6059405.399,484290.132 6059410.727,484285.834 6059408.578,484283.945 6059407.628,484299.507 6059365.923,484307.694 6059370.352))"
"DESHPDHK00035Rya","2020-01-13T10:42:16Z","01","0","54","093","1559","13","","49","false","Polygon((485525.312 6057943.26,485598.791 6057870.546,485633.217 6057836.438,485660.235 6057809.967,485681.387 6057789.854,485707.056 6057766.932,485746.709 6057734.313,485762.823 6057722.018,485783.994 6057706.393,485814.611 6057685.27,485853.146 6057660.238,485916.29 6057624.44,485933.603 6057615.563,485952.895 6057606.006,486005.894 6057582.383,486083.87 6057548.305,486117.765 6057533.45,486188.734 6057502.011,486304.453 6057451.439,486458.525 6057383.712,486532.682 6057350.873,486559.18 6057339.187,486563.318 6057335.748,486567.716 6057331.399,486569.146 6057329.66,486581.77 6057310.637,486588.136 6057303.1,486595.783 6057296.282,486604.599 6057290.514,486640.203 6057273.11,486654.677 6057266.262,486677.347 6057255.435,486728.684 6057232.853,486764.048 6057216.878,486865.912 6057169.903,486925.566 6057142.851,486934.971 6057139.842,486948.066 6057142.311,486951.585 6057144.44,486983.191 6057131.424,486993.366 6057128.335,487004.112 6057127.015,487036.599 6057128.092,487040.287 6057127.971,487041.417 6057127.791,487078.522 6057111.714,487211.536 6057053.542,487215.944 6057051.332,487216.054 6057051.572,487223.982 6057069.685,487220.633 6057071.395,487114.937 6057117.618,487086.509 6057130.046,487047.076 6057147.124,487042.198 6057147.914,487036.58 6057148.094,487005.002 6057147.048,486997.515 6057147.968,486989.909 6057150.277,486953.145 6057165.412,486949.127 6057165.742,486945.928 6057164.383,486940.81 6057161.284,486936.242 6057160.425,486932.763 6057161.544,486874.22 6057188.086,486772.345 6057235.061,486736.821 6057251.116,486685.674 6057273.619,486663.264 6057284.315,486648.88 6057291.133,486614.506 6057307.927,486607.978 6057312.196,486602.491 6057317.094,486597.783 6057322.662,486585.259 6057341.535,486582.531 6057344.874,486576.753 6057350.572,486569.807 6057356.35,486540.759 6057369.156,486466.592 6057402.005,486312.48 6057469.752,486196.781 6057520.314,486125.822 6057551.743,486091.887 6057566.618,486013.971 6057600.676,485961.402 6057624.098,485942.6 6057633.415,485925.787 6057642.033,485863.532 6057677.331,485825.738 6057701.883,485795.61 6057722.666,485774.819 6057738.001,485759.135 6057749.987,485720.061 6057782.116,485694.932 6057804.558,485674.121 6057824.351,485647.242 6057850.682,485612.856 6057884.76,485470.777 6058025.351,485331.102 6058163.831,485302.645 6058191.901,485257.086 6058236.734,485245.351 6058242.083,485226.729 6058245.102,485217.623 6058249.96,485172.294 6058296.133,485163.358 6058304.58,485162.389 6058309.718,485164.119 6058318.994,485163.28 6058326.821,485159.442 6058333.748,485085.297 6058407.41,485044.666 6058447.225,484903.774 6058586.871,484761.643 6058727.717,484704.54 6058784.165,484659.88 6058828.688,484578.908 6058900.372,484564.792 6058886.158,484646.185 6058814.115,484690.454 6058769.971,484747.577 6058713.503,484889.699 6058572.677,485030.631 6058432.981,485071.261 6058393.176,485143.337 6058321.573,485143.827 6058320.674,485143.927 6058319.774,485142.047 6058309.698,485144.915 6058294.494,485158.298 6058281.859,485205.506 6058233.767,485220.25 6058225.9,485239.502 6058222.78,485245.589 6058220.011,485288.609 6058177.657,485317.046 6058149.617,485365.654 6058101.425,485456.712 6058011.147,485525.312 6057943.26))"
